invoice_id,invoice_number,external_invoice_ref,customer_id,contract_id,order_id,billing_region_id,issued_by_employee_id,invoice_date,due_date,invoice_status,subtotal_amount,tax_amount,refund_amount,paid_amount,paid_date,currency,payment_terms
4659,INV-2024-004659,AR-2024-701471,1967,2671,22018,8,108,2024-06-30,2024-08-29,Open,10634.38,744.41,0.00,0.00,,CAD,Net 45
4660,INV-2023-004660,AR-2023-293449,2065,1362,2731,11,108,2023-08-19,2023-10-03,Paid,17695.29,0.00,0.00,18757.01,2023-10-23,CAD,net 30 
4661,INV-2023-004661,AR-2023-770567,450,195,24852,6,308,2023-12-09,2024-01-08,Paid,16107.91,0.00,0.00,17074.39,2024-01-01,CAD,Net 45
4662,INV-2024-004662,AR-2024-199840,598,2035,16213,4,154,2024-11-23,2025-01-22,Voided,60041.75,0.00,0.00,0.00,,GBP,Net 30
4663,INV-2023-004663,AR-2023-187205,1932,147,21046,5,121,2023-11-12,2023-12-12,Paid,993.05,0.00,0.00,1052.64,2023-11-13,USD,Net 45
4664,INV-2026-004664,AR-2026-994697,2178,1133,20761,3,26,2026-07-03,2026-08-02,Paid,17457.73,872.89,3838.33,14666.87,2026-09-05,EUR,Net 60
4665,INV-2023-004665,AR-2023-880593,393,3051,26789,4,123,2023-02-02,2023-03-04,Paid,19353.93,0.00,0.00,20515.16,2023-03-07,CAD,Net 45
4666,INV-2025-004666,AR-2025-255876,1850,1036,9710,5,118,2025-09-15,2025-09-30,Paid,5886.01,765.18,1011.19,5227.98,2025-09-28,CAD,Net 45
4667,INV-2025-004667,AR-2025-209053,2375,1463,7772,4,254,2025-04-18,2025-06-02,Open,20721.41,0.00,0.00,0.00,,EUR,Net 60
4668,INV-2025-004668,AR-2025-537777,500,3668,17064,6,308,2025-07-19,2025-08-03,Partially Paid,41149.20,5349.40,0.00,37166.73,2025-09-06,USD,Net 45
4669,INV-2024-004669,AR-2024-155995,997,3120,11123,9,245,2024-09-26,2024-11-10,Paid,3843.32,269.03,0.00,4073.92,2024-11-27,USD,net 30 
4670,INV-2025-004670,AR-2025-646403,1219,2,14458,3,20,2025-07-09,2025-08-08,Overdue,4238.13,211.91,0.00,0.00,,GBP,Net 45
4671,INV-2023-004671,AR-2023-740369,1056,2478,10849,4,96,2023-09-16,2023-10-16,Overdue,20922.93,0.00,0.00,0.00,,usd,net 30 
4672,INV-2024-004672,AR-2024-578706,313,2529,18409,3,39,2024-04-01,2024-05-01,Paid,4242.81,297.00,0.00,4497.38,2024-04-13,GBP,net 30 
4673,INV-2025-004673,AR-2025-960695,355,3107,16666,7,285,2025-06-12,2025-06-27,Overdue,1579.29,205.31,0.00,0.00,,USD,Net 30
4674,INV-2024-004674,AR-2024-665075,1754,1252,6304,8,310,2024-11-05,2024-12-05,Voided,205.80,14.41,0.00,0.00,,CAD,Net 60
4675,INV-2025-004675,AR-2025-315805,2483,3446,16324,5,179,2025-06-20,2025-08-04,Paid,37706.07,1885.30,0.00,39968.43,2025-07-04,USD,Net 45
4676,INV-2026-004676,AR-2026-362430,34,371,5890,11,139,2026-03-15,2026-03-30,Paid,7118.67,0.00,0.00,7545.79,2026-05-06,USD,Net 45
4677,INV-2024-004677,AR-2024-573714,754,1616,26881,7,81,2024-05-08,2024-06-22,Paid,22236.50,2890.74,0.00,23570.69,2024-06-15,USD,Net 45
4678,INV-2025-004678,AR-2025-648554,1310,783,4897,7,112,2025-03-10,2025-03-25,Paid,3938.97,275.73,0.00,4175.30,2025-04-12,CAD,Net 45
4679,INV-2023-004679,AR-2023-358600,2180,215,9534,7,165,2023-09-26,2023-11-10,Paid,6999.44,489.96,0.00,7419.40,2023-11-15,USD,Net 45
4680,INV-2024-004680,AR-2024-521926,2030,2264,9614,3,249,2024-04-06,2024-05-06,Voided,4655.55,605.22,0.00,0.00,,CAD,Net 15
4681,INV-2024-004681,AR-2024-962671,1027,551,26177,3,190,2024-07-13,2024-08-12,Open,5545.75,388.20,0.00,0.00,,GBP,Net 60
4682,INV-2025-004682,AR-2025-195775,647,2916,11311,4,64,2025-09-09,2025-11-08,Overdue,26438.27,0.00,0.00,0.00,,USD,Net 30
4683,INV-2025-004683,AR-2025-429235,1433,2448,8344,4,223,2025-08-19,2025-09-18,Overdue,3949.53,0.00,0.00,0.00,,CAD,Net 60
4684,INV-2024-004684,AR-2024-975359,478,782,443,4,75,2024-12-29,2025-01-13,Overdue,7148.36,929.29,0.00,0.00,,CAD,Net 30
4685,INV-2023-004685,AR-2023-174835,226,433,2700,5,278,2023-03-07,2023-04-21,Open,10395.04,0.00,0.00,0.00,,EUR,net 30 
4686,INV-2023-004686,AR-2023-450614,1736,3006,5020,8,7,2023-10-22,2023-11-21,paid ,4733.13,331.32,0.00,0.00,2023-12-04,USD,Net 15
4687,INV-2026-004687,AR-2026-515522,152,2543,1465,7,259,2026-05-25,2026-07-09,Paid,4188.79,209.44,0.00,4440.12,2026-07-05,EUR,net 30 
4688,INV-2024-004688,AR-2024-402673,117,1481,5497,9,90,2024-03-03,2024-04-02,Paid,1959.08,0.00,0.00,2076.62,2024-04-27,USD,net 30 
4689,INV-2024-004689,AR-2024-198819,871,3358,3821,6,82,2024-05-18,2024-06-17,Paid,7058.47,917.60,0.00,7481.97,2024-07-23,GBP,Net 30
4690,INV-2023-004690,AR-2023-999324,979,530,16802,6,79,2023-11-29,2024-01-13,Paid,31524.60,1576.23,3685.84,29730.23,2023-12-07,USD,Net 60
4691,INV-2023-004691,AR-2023-605797,640,3190,21184,11,180,2023-06-09,2023-06-24,Paid,9719.98,680.40,0.00,10303.18,2023-07-31,USD,Net 45
4692,INV-2023-004692,AR-2023-897106,1414,2422,3992,11,12,2023-05-29,2023-06-28,Paid,8494.56,594.62,0.00,9004.24,2023-07-30,GBP,Net 45
4693,INV-2023-004693,AR-2023-319313,1809,1142,14682,11,79,2023-03-27,2023-04-26,Paid,7838.87,1019.05,0.00,8309.20,2023-05-20,USD,Net 60
4694,INV-2025-004694,AR-2025-736447,871,658,11167,6,165,2025-08-09,2025-09-08,Paid,5839.17,0.00,0.00,6189.52,2025-10-09,USD,Net 15
4695,INV-2026-004695,AR-2026-375460,1888,2509,,10,123,2026-05-21,2026-06-20,Overdue,4302.11,559.27,0.00,0.00,,GBP,Net 15
4696,INV-2024-004696,AR-2024-689472,1774,1838,3227,2,19,2024-07-25,2024-09-23,Paid,24849.76,3230.47,0.00,26340.75,2024-09-18,USD,Net 15
4697,INV-2023-004697,AR-2023-340845,950,404,20599,4,103,2023-03-11,2023-04-25,Paid,10747.97,537.40,0.00,11392.85,2023-03-14,USD,Net 60
4698,INV-2026-004698,AR-2026-121905,2348,2619,15049,6,113,2026-07-16,2026-07-31,Paid,8260.99,0.00,0.00,8756.65,2026-09-11,EUR,Net 30
4699,INV-2025-004699,AR-2025-768320,1374,3444,18973,11,309,2025-09-04,2025-10-04,Partially Paid,7601.90,532.13,0.00,4862.02,2025-11-07,USD,net 30 
4700,INV-2026-004700,AR-2026-123434,1153,505,23555,1,118,2026-01-11,2026-02-10,Open,29908.61,0.00,0.00,0.00,,USD,Net 15
4701,INV-2026-004701,AR-2026-119184,280,2695,24068,5,205,2026-01-14,2026-03-15,Voided,2311.92,300.55,0.00,0.00,,USD,Net 45
4702,INV-2024-004702,AR-2024-847235,1721,3473,24351,8,205,2024-12-23,2025-01-07,Paid,255.65,33.23,72.34,198.65,2025-01-06,USD,net 30 
4703,INV-2023-004703,AR-2023-680823,2392,2687,16791,2,255,2023-03-29,2023-04-13,Overdue,4241.48,551.39,0.00,0.00,,USD,net 30 
4704,INV-2025-004704,AR-2025-371441,674,870,10115,4,123,2025-04-05,2025-05-05,Paid,7383.98,369.20,0.00,7827.02,2025-04-14,USD,Net 60
4705,INV-2023-004705,AR-2023-249213,1725,2302,21726,1,76,2023-11-09,2024-01-08,Partially Paid,3875.32,193.77,0.00,1425.96,2023-12-07,USD,net 30 
4706,INV-2026-004706,AR-2026-713961,2234,3605,14593,4,4,2026-03-28,2026-04-27,Partially Paid,43684.36,3057.91,7085.99,43035.56,2026-06-04,usd,Net 15
4707,INV-2026-004707,AR-2026-660665,1229,3601,23516,6,180,2026-03-27,2026-05-11,Paid,8513.12,1106.71,0.00,9023.91,2026-05-02,CAD,net 30 
4708,INV-2024-004708,AR-2024-616606,877,586,16237,6,60,2024-12-01,2024-12-31,Paid,58127.05,2906.35,0.00,61614.67,2024-12-10,USD,Net 15
4709,INV-2026-004709,AR-2026-255242,2263,1654,13380,9,33,2026-04-14,2026-05-29,Paid,23195.02,1623.65,6926.60,17660.12,2026-04-18,USD,Net 15
4710,INV-2024-004710,AR-2024-336614,1648,2132,7198,3,121,2024-08-31,2024-10-30,Paid,3593.08,467.10,0.00,3808.66,2024-10-05,GBP,Net 30
4711,INV-2026-004711,AR-2026-978338,1994,1215,24576,7,64,2026-03-16,2026-04-15,Open,12928.05,646.40,0.00,0.00,,USD,Net 60
4712,INV-2026-004712,AR-2026-809878,1850,1036,13103,5,308,2026-03-16,2026-03-31,Open,4652.94,604.88,0.00,0.00,,CAD,Net 30
4713,INV-2025-004713,AR-2025-742236,733,351,12237,3,231,2025-11-11,2025-12-26,Paid,3788.81,189.44,0.00,4016.14,2025-11-21,USD,net 30 
4714,INV-2023-004714,AR-2023-539588,2288,1546,9172,10,187,2023-12-29,2024-01-13,Open,38477.57,2693.43,5986.30,0.00,,USD,Net 45
4715,INV-2026-004715,AR-2026-549227,309,3202,24682,8,123,2026-04-27,2026-05-27,Paid,6044.47,302.22,0.00,6407.14,2026-05-08,EUR,net 30 
4716,INV-2025-004716,AR-2025-703517,1866,907,2624,2,191,2025-03-05,2025-04-04,Overdue,7119.20,0.00,0.00,0.00,,USD,Net 15
4717,INV-2023-004717,AR-2023-162730,1302,1916,15108,6,22,2023-02-07,2023-02-22,Paid,11797.68,589.88,0.00,12505.54,2023-04-14,USD,Net 30
4718,INV-2024-004718,AR-2024-323668,233,3279,22632,1,22,2024-07-13,2024-08-12,Open,4195.43,209.77,0.00,0.00,,USD,Net 60
4719,INV-2026-004719,AR-2026-906280,560,3618,,3,123,2026-04-29,2026-05-29,Paid,548.80,27.44,0.00,581.73,2026-06-01,USD,Net 60
4720,INV-2023-004720,AR-2023-637469,2126,1878,15481,1,1,2023-10-09,2023-12-08,Open,20404.16,1428.29,0.00,0.00,,USD,net 30 
4721,INV-2023-004721,AR-2023-822488,81,2714,4860,6,209,2023-02-22,2023-04-23,Paid,24091.80,1686.43,0.00,25537.31,2023-03-05,GBP,Net 60
4722,INV-2025-004722,AR-2025-795897,1450,3106,9017,9,290,2025-02-06,2025-02-21,Overdue,29761.77,2083.32,0.00,0.00,,USD,Net 30
4723,INV-2025-004723,AR-2025-438708,2083,228,24723,9,233,2025-10-06,2025-10-21,Paid,4688.36,0.00,0.00,4969.67,2025-10-08,CAD,net 30 
4724,INV-2024-004724,AR-2024-222266,2359,2591,8228,7,310,2024-01-10,2024-02-09,Paid,15342.25,1994.49,0.00,16262.79,2024-02-14,USD,net 30 
4725,INV-2024-004725,AR-2024-151265,1188,3431,11828,2,242,2024-03-05,2024-05-04,Open,1294.69,90.63,511.45,0.00,,USD,Net 15
4726,INV-2025-004726,AR-2025-849156,1761,971,23509,2,249,2025-07-01,2025-08-30,Paid,8224.51,411.23,0.00,8717.99,2025-08-01,USD,Net 60
4727,INV-2024-004727,AR-2024-759410,1394,3206,8594,10,16,2024-09-02,2024-10-02,Paid,5983.42,418.84,0.00,6342.42,2024-09-14,USD,Net 15
4728,INV-2023-004728,AR-2023-261352,707,2139,11747,2,262,2023-05-19,2023-07-18,Open,21317.36,0.00,0.00,0.00,,USD,Net 60
4729,INV-2025-004729,AR-2025-272579,1133,766,1962,1,75,2025-06-10,2025-07-25,Paid,18493.16,924.66,2627.90,16974.85,2025-07-28,USD,Net 15
4730,INV-2025-004730,AR-2025-366700,97,895,23739,7,110,2025-04-01,2025-05-16,Paid,14632.21,1902.19,0.00,15510.14,2025-04-21,GBP,Net 30
4731,INV-2024-004731,AR-2024-303855,1770,609,21455,7,220,2024-12-22,2025-01-21,Partially Paid,343.91,17.20,0.00,160.52,2025-02-24,USD,net 30 
4732,INV-2025-004732,AR-2025-489659,1437,1398,,9,290,2025-03-28,2025-04-27,Paid,19169.64,2492.05,0.00,20319.82,2025-04-17,USD,Net 45
4733,INV-2025-004733,AR-2025-534616,1813,2724,18223,10,94,2025-01-27,2025-03-28,Open,174.29,22.66,0.00,0.00,,USD,net 30 
4734,INV-2026-004734,AR-2026-432084,342,979,,1,254,2026-05-23,2026-07-07,Paid,1231.93,61.60,0.00,1305.84,2026-06-30,USD,Net 15
4735,INV-2023-004735,AR-2023-789163,1343,2903,243,1,45,2023-10-21,2023-12-20,Paid,2140.72,107.04,0.00,2269.16,2023-11-26,USD,Net 30
4736,INV-2024-004736,AR-2024-847812,2194,2803,25585,10,307,2024-11-15,2024-12-15,Open,8616.04,430.80,0.00,0.00,,USD,Net 45
4737,INV-2025-004737,AR-2025-676737,1903,668,5484,6,234,2025-10-12,2025-12-11,Paid,2138.89,149.72,0.00,2267.22,2025-11-14,CAD,Net 15
4738,INV-2024-004738,AR-2024-970373,1129,2369,696,1,119,2024-07-11,2024-08-25,Partially Paid,54457.38,2722.87,0.00,40995.28,2024-09-11,USD,Net 45
4739,INV-2024-004739,AR-2024-598347,812,333,14885,5,16,2024-12-11,2025-01-25,Overdue,13410.29,0.00,0.00,0.00,,GBP,Net 45
4740,INV-2025-004740,AR-2025-889213,283,270,13756,3,33,2025-08-26,2025-09-10,Paid,1892.79,132.50,0.00,2006.36,2025-10-08,USD,Net 60
4741,INV-2025-004741,AR-2025-504149,607,1499,9746,4,16,2025-07-20,2025-08-19,Paid,3570.04,464.10,0.00,3784.24,2025-07-28,USD,Net 15
4742,INV-2026-004742,AR-2026-945427,395,2510,20063,5,99,2026-07-11,2026-08-25,Open,3346.48,234.25,0.00,0.00,,USD,Net 15
4743,INV-2025-004743,AR-2025-547516,2292,1489,26492,9,160,2025-02-06,2025-02-21,Partially Paid,5207.06,364.49,0.00,1029.51,2025-03-19,USD,net 30 
4744,INV-2025-004744,AR-2025-653949,2367,2459,,10,51,2025-04-03,2025-05-18,Open,957.50,67.03,0.00,0.00,,USD,Net 30
4745,INV-2023-004745,AR-2023-182800,395,2194,26328,5,118,2023-06-22,2023-08-06,Paid,8168.12,0.00,0.00,8658.21,2023-08-12,EUR,Net 15
4746,INV-2026-004746,AR-2026-288361,509,1628,245,3,174,2026-02-28,2026-03-15,Paid,2027.90,263.63,0.00,2149.57,2026-05-01,USD,Net 30
4747,INV-2025-004747,AR-2025-705836,1956,936,5223,5,273,2025-06-04,2025-07-04,Paid,27616.42,3590.13,0.00,29273.41,2025-08-09,USD,Net 60
4748,INV-2023-004748,AR-2023-959846,20,2623,26184,8,69,2023-06-09,2023-07-09,Open,7305.36,365.27,0.00,0.00,,GBP,Net 60
4749,INV-2026-004749,AR-2026-887882,1281,3553,2331,11,261,2026-04-23,2026-06-22,Overdue,22359.18,1565.14,0.00,0.00,,USD,Net 30
4750,INV-2024-004750,AR-2024-613376,2315,2843,13099,9,252,2024-08-26,2024-09-10,Paid,15093.92,1962.21,0.00,15999.56,2024-09-07,USD,Net 60
4751,INV-2025-004751,AR-2025-453693,435,3586,21514,9,189,2025-11-06,2025-12-06,Partially Paid,22772.35,1138.62,0.00,6228.75,2026-01-13,USD,Net 45
4752,INV-2025-004752,AR-2025-544486,1670,1735,22248,8,152,2025-03-13,2025-04-12,paid ,6172.93,432.11,0.00,0.00,2025-05-15,USD,net 30 
4753,INV-2024-004753,AR-2024-297098,1972,3398,20394,3,106,2024-08-31,2024-10-15,Open,24710.28,0.00,0.00,0.00,,GBP,net 30 
4754,INV-2023-004754,AR-2023-807113,2325,2402,21641,7,153,2023-01-26,2023-02-10,paid ,168.55,21.91,0.00,0.00,2023-03-16,USD,Net 60
4755,INV-2023-004755,AR-2023-238507,1938,2769,4673,10,106,2023-03-05,2023-03-20,Paid,7402.05,962.27,0.00,7846.18,2023-04-16,USD,net 30 
4756,INV-2026-004756,AR-2026-702112,1219,2,16578,3,16,2026-02-03,2026-03-20,Overdue,9881.85,494.09,0.00,0.00,,GBP,Net 45
4757,INV-2026-004757,AR-2026-222618,359,1941,22504,5,196,2026-05-16,2026-06-15,Overdue,19024.95,1331.75,0.00,0.00,,USD,Net 45
4758,INV-2023-004758,AR-2023-772757,1558,1271,19471,2,5,2023-11-22,2023-12-22,Paid,28854.41,0.00,0.00,30585.68,2024-01-14,USD,net 30 
4759,INV-2024-004759,AR-2024-472177,80,540,11858,8,241,2024-05-27,2024-06-11,Open,52079.91,3645.59,0.00,0.00,,USD,Net 30
4760,INV-2023-004760,AR-2023-387333,1049,2571,17104,9,83,2023-08-19,2023-09-18,Paid,10818.12,0.00,0.00,11467.21,2023-10-17,CAD,Net 30
4761,INV-2024-004761,AR-2024-724071,491,152,14053,5,152,2024-11-28,2024-12-28,Paid,16943.57,1186.05,0.00,17960.19,2024-12-20,USD,Net 45
4762,INV-2023-004762,AR-2023-644630,1142,444,,10,301,2023-03-18,2023-05-02,Paid,5156.21,670.31,0.00,5465.58,2023-04-11,USD,net 30 
4763,INV-2023-004763,AR-2023-504933,265,1960,1743,11,107,2023-08-12,2023-09-26,Paid,52145.43,6778.91,0.00,55274.16,2023-09-18,USD,Net 15
4764,INV-2026-004764,AR-2026-496692,2322,2195,,6,281,2026-04-28,2026-06-12,Paid,3516.76,0.00,0.00,3727.76,2026-05-17,EUR,net 30 
4765,INV-2025-004765,AR-2025-233343,735,3148,17680,1,191,2025-12-09,2026-01-08,Open,21516.06,1075.80,0.00,0.00,,USD,Net 60
4766,INV-2025-004766,AR-2025-708105,2008,2481,4125,6,291,2025-08-03,2025-08-18,Paid,2309.60,0.00,0.00,2448.18,2025-10-10,GBP,net 30 
4767,INV-2024-004767,AR-2024-284520,2436,3658,15340,6,108,2024-04-26,2024-06-10,Paid,20760.91,0.00,0.00,22006.56,2024-06-03,USD,net 30 
4768,INV-2024-004768,AR-2024-244062,2418,2717,,6,30,2024-08-27,2024-09-11,Paid,3316.94,232.19,0.00,3515.96,2024-08-28,USD,Net 15
4769,INV-2024-004769,AR-2024-958077,1164,3683,9080,10,204,2024-08-19,2024-09-18,Paid,31514.03,4096.82,0.00,33404.87,2024-09-30,USD,net 30 
4770,INV-2024-004770,AR-2024-680198,719,2417,17433,7,19,2024-02-28,2024-04-13,Open,14882.72,1041.79,0.00,0.00,,USD,net 30 
4771,INV-2024-004771,AR-2024-610992,1254,1900,,4,262,2024-06-04,2024-06-19,Open,4250.99,212.55,0.00,0.00,,USD,Net 15
4772,INV-2026-004772,AR-2026-406070,2154,856,23428,3,7,2026-06-26,2026-07-26,Paid,19769.17,988.46,0.00,20955.32,2026-08-31,USD,Net 45
4773,INV-2024-004773,AR-2024-771095,363,38,9518,1,106,2024-09-25,2024-11-24,Paid,13803.85,0.00,0.00,14632.08,2024-11-07,USD,Net 30
4774,INV-2024-004774,AR-2024-985023,1189,2979,,10,123,2024-10-25,2024-12-24,Paid,1182.46,0.00,0.00,1253.41,2024-11-27,USD,Net 30
4775,INV-2023-004775,AR-2023-964265,24,2594,12681,10,257,2023-06-11,2023-07-11,Paid,13098.72,654.94,0.00,13884.64,2023-06-20,USD,Net 15
4776,INV-2024-004776,AR-2024-927639,48,1648,21141,10,242,2024-08-15,2024-09-14,Paid,35866.69,1793.33,0.00,38018.69,2024-09-16,USD,Net 15
4777,INV-2026-004777,AR-2026-981940,1820,3133,10317,9,179,2026-04-18,2026-05-18,Voided,16191.61,0.00,0.00,0.00,,USD,Net 15
4778,INV-2024-004778,AR-2024-724287,2146,1959,19907,6,79,2024-05-13,2024-06-27,Overdue,4613.47,0.00,0.00,0.00,,USD,Net 60
4779,INV-2026-004779,AR-2026-651914,535,3448,14133,4,78,2026-03-31,2026-05-15,Paid,3070.31,153.52,0.00,3254.53,2026-05-30,USD,Net 60
4780,INV-2025-004780,AR-2025-761787,2177,1366,19190,5,10,2025-07-27,2025-08-26,Paid,1991.53,139.41,0.00,2111.02,2025-08-10,USD,Net 60
4781,INV-2026-004781,AR-2026-538131,67,3666,5855,11,57,2026-04-08,2026-05-08,Paid,5512.83,275.64,0.00,5843.60,2026-05-28,USD,Net 15
4782,INV-2025-004782,AR-2025-726450,660,3594,20162,2,308,2025-11-04,2025-11-19,Overdue,1904.55,95.23,308.80,0.00,,USD,Net 30
4783,INV-2025-004783,AR-2025-226687,1024,1563,23875,2,261,2025-06-07,2025-06-22,Paid,545.65,70.93,0.00,578.39,2025-07-30,USD,Net 30
4784,INV-2025-004784,AR-2025-572786,705,1442,10894,3,35,2025-03-21,2025-05-20,Paid,9141.00,639.87,0.00,9689.46,2025-03-31,USD,Net 15
4785,INV-2024-004785,AR-2024-619186,1142,444,5572,10,119,2024-07-15,2024-09-13,Paid,19669.02,0.00,0.00,20849.16,2024-08-03,USD,Net 15
4786,INV-2025-004786,AR-2025-516854,1466,2116,849,11,280,2025-03-29,2025-05-28,Paid,39328.46,5112.70,0.00,41688.16,2025-04-14,GBP,net 30 
4787,INV-2024-004787,AR-2024-118669,1754,2194,24770,10,154,2024-07-20,2024-08-19,Paid,68981.06,0.00,0.00,73119.93,2024-09-13,EUR,Net 45
4788,INV-2024-004788,AR-2024-459297,2496,1028,,6,20,2024-01-27,2024-03-12,Paid,25042.26,3255.49,0.00,26544.80,2024-03-17,USD,Net 45
4789,INV-2024-004789,AR-2024-332907,2396,143,18756,8,147,2024-12-09,2024-12-24,Open,4456.20,579.31,0.00,0.00,,USD,net 30 
4790,INV-2025-004790,AR-2025-970902,1479,64,16788,3,236,2025-01-21,2025-02-20,Paid,64040.87,4482.86,0.00,67883.32,2025-03-12,EUR,net 30 
4791,INV-2024-004791,AR-2024-413145,2006,2203,19730,6,76,2024-09-30,2024-10-15,Voided,1840.83,0.00,0.00,0.00,,USD,net 30 
4792,INV-2023-004792,AR-2023-290567,1357,2153,11370,10,147,2023-09-21,2023-10-06,Paid,7446.67,372.33,0.00,7893.47,2023-11-05,usd,Net 30
4793,INV-2023-004793,AR-2023-553107,884,3692,12836,7,224,2023-10-25,2023-11-09,Overdue,205.96,14.42,0.00,0.00,,GBP,Net 30
4794,INV-2024-004794,AR-2024-342969,600,2534,15030,7,213,2024-07-09,2024-09-07,Paid,11322.91,792.60,0.00,12002.29,2024-08-04,USD,Net 60
4795,INV-2024-004795,AR-2024-699391,2498,1538,,2,118,2024-07-17,2024-09-15,Paid,6646.62,864.06,0.00,7045.42,2024-07-21,USD,Net 45
4796,INV-2026-004796,AR-2026-568666,288,412,18338,6,81,2026-06-16,2026-08-15,Overdue,216.12,15.13,0.00,0.00,,USD,Net 30
4797,INV-2023-004797,AR-2023-933193,520,2681,17770,9,240,2023-09-22,2023-11-21,paid ,1555.85,202.26,0.00,0.00,2023-11-26,USD,Net 15
4798,INV-2025-004798,AR-2025-235818,2151,3394,2523,7,39,2025-06-14,2025-08-13,Paid,26980.87,3507.51,0.00,28599.72,2025-08-10,CAD,Net 15
4799,INV-2026-004799,AR-2026-258017,516,822,6024,7,152,2026-05-14,2026-07-13,Overdue,2041.27,265.37,0.00,0.00,,USD,Net 30
4800,INV-2025-004800,AR-2025-860030,323,3368,453,10,248,2025-04-12,2025-06-11,Paid,18767.57,2439.78,0.00,19893.62,2025-05-24,CAD,Net 15
4801,INV-2023-004801,AR-2023-161843,978,1068,7715,5,180,2023-10-22,2023-11-21,Overdue,1174.68,152.71,0.00,0.00,,USD,Net 45
4802,INV-2025-004802,AR-2025-703134,1346,115,6515,9,199,2025-04-17,2025-06-01,Overdue,2947.90,383.23,0.00,0.00,,USD,Net 30
4803,INV-2026-004803,AR-2026-167146,958,1015,5335,8,258,2026-04-09,2026-04-24,Paid,7633.25,381.66,2168.12,5923.13,2026-05-03,USD,Net 45
4804,INV-2025-004804,AR-2025-443940,595,2718,2068,2,174,2025-01-15,2025-01-30,Paid,19084.05,1335.88,0.00,20229.10,2025-02-23,USD,Net 30
4805,INV-2023-004805,AR-2023-151891,2143,917,18928,6,58,2023-08-03,2023-09-17,Paid,8575.84,600.31,0.00,9090.39,2023-09-29,USD,Net 60
4806,INV-2023-004806,AR-2023-771290,2387,998,23901,2,96,2023-07-07,2023-08-21,Overdue,1755.47,87.77,0.00,0.00,,USD,Net 45
4807,INV-2026-004807,AR-2026-812231,2311,2451,5383,3,161,2026-05-07,2026-05-22,Paid,16224.97,1135.75,0.00,17198.47,2026-05-25,CAD,Net 45
4808,INV-2023-004808,AR-2023-348113,54,2512,10786,8,156,2023-03-27,2023-04-26,Paid,4460.07,223.00,0.00,4727.68,2023-04-06,USD,Net 45
4809,INV-2025-004809,AR-2025-810369,1890,2526,14612,2,226,2025-11-28,2025-12-13,Paid,1647.48,214.17,0.00,1746.33,2025-12-05,USD,net 30 
4810,INV-2026-004810,AR-2026-143846,937,3432,14988,6,96,2026-01-14,2026-02-28,Paid,24041.90,0.00,0.00,25484.41,2026-02-02,USD,Net 45
4811,INV-2023-004811,AR-2023-465735,1534,474,4514,1,183,2023-02-26,2023-04-27,Overdue,31085.44,2175.98,0.00,0.00,,USD,Net 60
4812,INV-2024-004812,AR-2024-438654,256,2441,8929,2,51,2024-03-06,2024-04-20,paid ,9028.51,1173.71,0.00,0.00,2024-05-13,EUR,Net 30
4813,INV-2025-004813,AR-2025-451042,2426,3257,24992,5,222,2025-02-06,2025-03-08,Paid,8755.32,0.00,0.00,9280.64,2025-03-31,usd,Net 15
4814,INV-2023-004814,AR-2023-687630,866,1193,13249,2,64,2023-08-16,2023-08-31,Paid,5758.72,287.94,0.00,6104.24,2023-08-31,USD,Net 45
4815,INV-2023-004815,AR-2023-172756,663,1884,15526,3,278,2023-08-20,2023-09-04,Voided,8065.82,1048.56,0.00,0.00,,USD,Net 45
4816,INV-2023-004816,AR-2023-423860,38,1131,14588,1,89,2023-05-04,2023-05-19,Paid,25775.28,3350.79,0.00,27321.79,2023-07-01,GBP,net 30 
4817,INV-2025-004817,AR-2025-214613,653,2058,8742,10,39,2025-07-06,2025-09-04,Open,1212.83,84.90,0.00,0.00,,USD,net 30 
4818,INV-2025-004818,AR-2025-414638,526,702,23354,10,75,2025-11-04,2026-01-03,Paid,11771.34,0.00,0.00,12477.62,2025-12-29,USD,net 30 
4819,INV-2023-004819,AR-2023-886007,285,945,24235,6,251,2023-10-10,2023-10-25,Paid,164.21,21.35,0.00,174.07,2023-10-31,usd,Net 15
4820,INV-2023-004820,AR-2023-536480,2187,205,22029,4,93,2023-06-07,2023-07-07,Paid,1524.22,106.70,0.00,1615.67,2023-08-08,USD,Net 45
4821,INV-2023-004821,AR-2023-928961,2136,2011,18782,10,299,2023-09-16,2023-10-16,Paid,2702.10,135.10,0.00,2864.22,2023-09-20,GBP,Net 15
4822,INV-2023-004822,AR-2023-790179,1456,2249,405,1,149,2023-07-27,2023-08-26,Paid,19085.72,1336.00,0.00,20230.87,2023-09-29,USD,Net 30
4823,INV-2024-004823,AR-2024-765704,2382,1261,8966,1,204,2024-07-19,2024-08-03,Open,1237.99,160.94,0.00,0.00,,USD,Net 30
4824,INV-2026-004824,AR-2026-547648,1804,239,9616,2,96,2026-01-13,2026-03-14,Partially Paid,3831.40,191.57,0.00,1044.90,2026-01-31,USD,Net 45
4825,INV-2023-004825,AR-2023-621923,1832,794,16173,4,89,2023-11-08,2023-12-08,Partially Paid,20106.05,1005.30,0.00,16461.17,2024-01-10,usd,net 30 
4826,INV-2024-004826,AR-2024-895817,543,402,9987,4,252,2024-03-26,2024-04-25,Paid,31359.25,2195.15,0.00,33240.80,2024-04-25,USD,Net 45
