address_id,customer_id,region_id,address_type,site_name,address_line_1,city,postal_code,is_primary,active_flag,validated_on
685,318,4,Billing,Harbor Cold Foods Distribu HQ,9118 Juniper Avenue,Las Vegas,40362,True,True,2025-06-10
686,318,5,Delivery,Harbor Cold Foods Distribu DC,3881 Station Road,San Diego,45385,False,True,2025-11-17
687,318,6,Delivery,Harbor Cold Foods Distribu Plant,5942 Mill Lane,Dallas,24000,False,True,2023-08-06
688,319,11,Billing,Pioneer Biologics Labs HQ,781 Harvester Road,Eindhoven,M3 2D,True,True,2024-08-17
689,319,11,Cross-Dock,Pioneer Biologics Labs DC,6456 Marlow Parkway,Eindhoven,M9 2B,False,True,2025-08-26
690,319,11,Delivery,Pioneer Biologics Labs Plant,7890 Foundry Way,Utrecht,SE6 4D,False,True,2024-08-22
691,319,11,Cross-Dock,Pioneer Biologics Labs Annex,4021 Canal Street,Utrecht,EH7 6D,False,True,2024-11-20
692,320,8,Billing,Briar Dairy Foods HQ,8723 Juniper Avenue,Quebec City,85031,True,True,2025-08-20
693,321,1,Billing,Trinity Cold Foods Supply HQ,4378 Canal Street,Newark,50273,True,True,2024-08-23
694,322,6,Billing,Briar Ingredients Logistic HQ,5410 Market Row,San Antonio,79840,True,True,2024-02-27
695,322,6,Production Site,Briar Ingredients Logistic DC,5589 Marlow Parkway,Dallas,18259,False,True,2024-12-24
696,322,6,Delivery,Briar Ingredients Logistic Plant,9763 Foundry Way,Austin,77530,False,True,2024-02-01
697,323,10,Billing,RIVERBEND COLD FOODS GROUP HQ,9300 Ridgeview Road,Cologne,SE7 5A,True,True,2024-06-20
698,324,2,Billing,Trinity Biologics Partners HQ,1547 Marlow Parkway,Orlando,40403,True,True,2025-09-11
699,324,2,Production Site,Trinity Biologics Partners DC,4664 Vine Street,Orlando,98835,False,True,2025-10-06
700,325,5,Billing,Orchard Beverage Group HQ,2687 Ridgeview Road,San Diego,97063,True,True,2024-09-25
701,326,6,Billing,Briar Specialty Produce Lo HQ,5509 Marlow Parkway,Dallas ,48272,True,True,2024-10-11
702,327,1,Billing,Crown Pet Nutrition Mfg HQ,2058 Vine Street,Hartford,53157,True,True,2026-01-20
703,327,6,Production Site,Crown Pet Nutrition Mfg DC,184 Canal Street,Austin,77735,False,True,2025-06-16
704,328,8,Billing,Solace Pharma Group HQ,9205 Mill Lane,Montreal,54708,True,True,2023-03-05
705,328,1,Cross-Dock,Solace Pharma Group DC,223 Foundry Way,Hartford,43187,False,True,2023-08-27
706,329,10,Billing,Brightwell Specialty Produ HQ,8450 Canal Street,Berlin,B4 5C,True,True,2025-01-21
707,330,7,Billing,Brightwell Beverage Co-op HQ,7574 Crescent Drive,Hamilton,89261,True,True,2024-06-30
708,330,7,Production Site,Brightwell Beverage Co-op DC,8820 Vine Street,London,90561,False,True,2024-01-29
709,330,7,Delivery,Brightwell Beverage Co-op Plant,5943 Market Row,Hamilton,26579,False,True,2025-12-26
710,331,6,Billing,Pioneer Laboratories Manuf HQ,8206 Market Row,Austin,45044,True,True,2025-10-24
711,332,5,Billing,Ardent Pharma Logistics HQ,5367 Dockside Lane,Seattle,81658,True,True,2025-10-18
712,332,5,Returns,Ardent Pharma Logistics DC,7258 Crescent Drive,Seattle,34385,False,True,2025-04-15
713,332,4,Delivery,Ardent Pharma Logistics Plant,4339 Canal Street,Las Vegas,96842,False,True,2023-09-21
714,333,4,Billing, Forge Biologics Co-op HQ,881 Station Road,Albuquerque,56901,True,True,2025-02-23
715,334,11,Billing,Orchard Cold Foods Logisti HQ,3316 Station Road,Utrecht,M5 9B,True,True,2023-10-13
716,334,4,Cross-Dock,Orchard Cold Foods Logisti DC,9888 Station Road,Denver,78100,False,True,2025-11-30
717,334,9,Production Site,Orchard Cold Foods Logisti Plant,158 Ridgeview Road,London,M1 3A,False,False,2025-01-07
718,334,9,Delivery,Orchard Cold Foods Logisti Annex,9762 Dockside Lane,Manchester,EH6 9B,False,True,2026-01-16
719,335,6,Billing,Oakmont Ingredients Distri HQ,5391 Canal Street,San Antonio,25713,True,True,2023-06-15
720,335,6,Delivery,Oakmont Ingredients Distri DC,6802 Marlow Parkway,Houston,64787,False,True,2023-07-24
721,335,6,Returns,Oakmont Ingredients Distri Plant,7117 Foundry Way,Houston,64562,False,True,2026-03-05
722,335,6,Cross-Dock,Oakmont Ingredients Distri Annex,8769 Marlow Parkway,Houston,85683,False,True,2023-03-11
723,336,5,Billing,Forge Foods Labs HQ,5272 Crescent Drive,Los Angeles,57230,True,True,2025-10-11
724,336,5,Production Site,Forge Foods Labs DC,5086 Canal Street, San Diego,63114,False,True,2026-02-28
725,336,5,Cross-Dock,Forge Foods Labs Plant,1871 Dockside Lane,Los Angeles,36575,False,True,2024-04-07
726,337,2,Billing,Everfield Seafood Co-op HQ,8338 Station Road,Atlanta,95966,True,True,2025-08-24
727,337,4,Delivery,Everfield Seafood Co-op DC,881 Juniper Avenue,Denver,67454,False,True,2025-05-16
728,338,8,Billing,Oakmont Ingredients Co-op HQ,4830 Vine Street,Laval,69135,True,True,2025-01-28
729,338,8,Returns,Oakmont Ingredients Co-op DC,2313 Station Road,Sherbrooke,22053,False,True,2023-09-28
730,338,8,Returns,Oakmont Ingredients Co-op Plant,9665 Marlow Parkway,Sherbrooke,65967,False,True,2023-06-13
731,339,11,Billing,Helix Beverage Supply HQ,7912 Vine Street,Eindhoven,EH4 9A,True,True,2024-11-26
732,340,10,Billing,Ardent Ingredients Logisti HQ,4719 Marlow Parkway,Hamburg,SE1 4D,True,True,2025-11-15
733,341,11,Billing,Cedar Foods Distribution HQ,3780 Marlow Parkway,Amsterdam,EH5 2A,True,True,2024-01-06
734,341,11,Returns,Cedar Foods Distribution DC,1452 Canal Street,Amsterdam,L2 6D,False,True,2023-01-15
735,342,1,Billing,Crown Pet Nutrition Labs HQ,3476 Dockside Lane,Portland,18634,True,True,2023-10-11
736,342,1,Returns,Crown Pet Nutrition Labs DC,3001 Vine Street,Newark,63244,False,True,2024-02-21
737,342,1,Delivery,Crown Pet Nutrition Labs Plant,2562 Canal Street,Hartford,26280,False,True,2023-06-08
738,342,1,Production Site,Crown Pet Nutrition Labs Annex,4083 Mill Lane,Newark,23477,False,True,2025-09-29
739,343,7,Billing,Meridian Dairy Labs HQ,3387 Market Row,Hamilton,19854,True,True,2023-09-01
740,343,7,Production Site,Meridian Dairy Labs DC,2583 Marlow Parkway,Toronto,21680,False,True,2024-05-28
741,344,11,Billing,Keystone Specialty Produce HQ,2432 Vine Street,Utrecht,B3 9D,True,True,2023-09-06
742,344,11,Returns,Keystone Specialty Produce DC,8529 Canal Street,Amsterdam,B2 8B,False,False,2024-01-15
743,344,11,Returns,Keystone Specialty Produce Plant,382 Vine Street,Eindhoven,L9 4D,False,True,2024-11-08
744,345,1,Billing,Meridian Beverage Group HQ,8310 Station Road,Boston,50321,True,True,2024-02-01
745,345,9,Delivery,Meridian Beverage Group DC,966 Canal Street,Manchester,EH9 3C,False,True,2024-10-16
746,345,10,Production Site,Meridian Beverage Group Plant,3309 Canal Street,BERLIN,EH5 3C,False,True,2023-01-06
747,346,2,Billing,Orchard Laboratories Partn HQ,1775 Crescent Drive,Atlanta,86210,True,True,2025-08-12
748,346,7,Delivery,Orchard Laboratories Partn DC,1630 Canal Street,Toronto,70976,False,True,2024-01-13
749,347,11,Billing,northwind nutrition supply HQ,2487 Foundry Way,Eindhoven,SE1 3C,True,True,2025-11-30
750,347,11,Returns,northwind nutrition supply DC,5935 Harvester Road,Amsterdam,L2 2A,False,True,2025-01-21
751,347,7,Returns,northwind nutrition supply Plant,8253 Mill Lane,Hamilton,21862,False,True,
752,347,11,Delivery,northwind nutrition supply Annex,2768 Juniper Avenue,Eindhoven,L1 9D,False,False,2023-02-22
753,348,2,Billing,Lantern Cold Foods Manufac HQ,8566 Dockside Lane,Atlnata,23286,True,True,2025-10-03
754,348,3,Returns,Lantern Cold Foods Manufac DC,2703 Juniper Avenue,Detroit,79760,False,True,2024-08-26
755,349,6,Billing,Westline Floral Logistics  HQ,9678 Ridgeview Road,San Antonio,91131,True,True,2023-05-31
756,349,9,Returns,Westline Floral Logistics  DC,2124 Canal Street,Leeds,SE5 2D,False,True,2023-06-18
757,350,6,Billing,Orchard Biologics Foods HQ,9880 Mill Lane,Houston,81726,True,False,2024-03-18
758,351,8,Billing,Pioneer Pharma Partners HQ,1508 Juniper Avenue,Quebec City,55556,True,True,2023-07-26
759,351,8,Delivery,Pioneer Pharma Partners DC,3990 Market Row,Laval,35176,False,True,2023-05-20
760,351,8,Cross-Dock,Pioneer Pharma Partners Plant,693 Ridgeview Road,Laval,93745,False,True,
761,351,8,Delivery,Pioneer Pharma Partners Annex,7013 Canal Street,Sherbrooke,20915,False,True,
762,352,2,Billing,Aster Laboratories Labs HQ,3627 Juniper Avenue,Orlando,39588,True,False,2024-01-25
763,352,2,Returns,Aster Laboratories Labs DC,7454 Station Road,Atlanta,81007,False,True,2025-09-01
764,352,1,Returns,Aster Laboratories Labs Plant,4637 Juniper Avenue,Portland,56997,False,True,2025-04-12
765,353,9,Billing,Crown Biologics Labs HQ,4035 Vine Street,London,B3 2A,True,True,2023-01-28
766,353,9,Cross-Dock,Crown Biologics Labs DC,1065 Crescent Drive,Manchester,SE8 2B,False,False,2025-05-02
767,353,9,Production Site,Crown Biologics Labs Plant,1255 Station Road,Bristol,SE6 3B,False,True,2025-10-16
768,354,1,Billing,Granite Floral Logistics L HQ,4787 Marlow Parkway,Newark,66414,True,True,2023-11-27
769,355,7,Billing, Forge Pet Nutrition Holdi HQ,8215 Juniper Avenue,Hamilton,62237,True,True,2023-10-28
770,356,9,Billing,Summit Floral Logistics Fo HQ,8145 Dockside Lane,Bristol,M5 4C,True,True,2025-09-24
771,356,2,Returns,Summit Floral Logistics Fo DC,5762 Marlow Parkway,Charlotte,31169,False,True,2026-03-17
772,356,2,Cross-Dock,Summit Floral Logistics Fo Plant,6950 Station Road,Nashville,71496,False,True,2024-07-18
773,357,3,Billing,Everfield Cold Foods Dist. HQ,7927 Dockside Lane,Minneapolis,62599,True,True,2025-08-24
774,357,3,Production Site,Everfield Cold Foods Dist. DC,6223 Mill Lane,Chicago,67054,False,True,2025-06-18
775,358,7,Billing,Crown Specialty Produce Ma HQ,9022 Ridgeview Road,London,75302,True,True,2023-08-22
776,358,7,Production Site,Crown Specialty Produce Ma DC,1273 Juniper Avenue,Hamilton,21022,False,True,2023-01-02
777,359,5,Billing,KEYSTONE SPECIALTY PRODUCE HQ,8501 Marlow Parkway,Los Angeles,78996,True,False,2026-03-02
778,360,1,Billing, Briar Dairy Mfg HQ,1337 Crescent Drive,Newark,58546,True,True,2024-07-14
779,360,1,Production Site, Briar Dairy Mfg DC,427 Market Row,Portland,58065,False,True,2023-04-10
780,360,3,Cross-Dock, Briar Dairy Mfg Plant,956 Foundry Way,Chciago,33845,False,True,2024-10-25
781,361,4,Billing,Solace Pet Nutrition Manuf HQ,7018 Marlow Parkway, Denver,46758,True,True,2023-05-09
782,361,9,Production Site,Solace Pet Nutrition Manuf DC,6374 Station Road,Manchester,EH2 4B,False,True,2024-10-18
783,362,4,Billing, Riverbend Biologics Distr HQ,1244 Crescent Drive,Denver,53427,True,True,
784,362,4,Production Site, Riverbend Biologics Distr DC,13 Juniper Avenue,Phoenix,32264,False,True,2023-12-14
785,362,4,Delivery, Riverbend Biologics Distr Plant,879 Vine Street,Albuquerque,33058,False,True,2025-12-07
786,363,4,Billing,Summit Nutrition Supply HQ,1393 Crescent Drive,Albuquerque,28434,True,True,2023-07-27
787,363,4,Production Site,Summit Nutrition Supply DC,6749 Market Row,Las Vegas,20979,False,True,2026-02-19
788,363,1,Returns,Summit Nutrition Supply Plant,375 Mill Lane,Boston,20528,False,True,2024-08-07
789,364,9,Billing,Crescent Specialty Produce HQ,9846 Station Road,London,M8 6A,True,True,2024-07-18
790,365,5,Billing,Meridian Ingredients Holdi HQ,8889 Market Row,San Diego,25517,True,True,2026-01-06
791,365,5,Production Site,Meridian Ingredients Holdi DC,1641 Dockside Lane,Oakland,14234,False,True,
792,366,6,Billing,Aster Floral Logistics Gro HQ,2700 Market Row,Dallas,96952,True,True,2024-11-23
793,367,1,Billing,Northwind Biologics Supply HQ,6208 Station Road,Hartford ,42754,True,False,
794,367,1,Cross-Dock,Northwind Biologics Supply DC,5683 Station Road,Boston,43300,False,True,2023-04-25
795,368,3,Billing,Mosaic Cold Foods Foods HQ,8919 Crescent Drive,Columbus,35386,True,True,2025-04-02
796,368,7,Delivery,Mosaic Cold Foods Foods DC,3226 Canal Street,Hamilton,30522,False,True,2025-08-04
797,369,6,Billing,Cardinal Pharma Group HQ,6322 Foundry Way,Dallas,26080,True,False,2023-01-13
798,370,3,Billing,Lakeside Dairy Logistics HQ,805 Marlow Parkway,Columbus,71342,True,True,2023-10-03
799,371,9,Billing,Granite Floral Logistics F HQ,1145 Mill Lane,Bristol,L4 3C,True,True,
800,371,9,Returns,Granite Floral Logistics F DC,410 Mill Lane,London ,B9 1D,False,True,2024-06-14
801,372,10,Billing,Crescent Specialty Produce HQ,5209 Canal Street,cologne,L1 7C,True,True,2026-02-07
802,372,10,Delivery,Crescent Specialty Produce DC,7391 Station Road,Munich,B1 6C,False,True,2025-12-03
803,372,10,Production Site,crescent specialty produce plant,5617 Foundry Way,Cologne,B8 4B,False,True,2024-08-18
804,373,8,Billing,Lantern Cold Foods Partner HQ,1781 Dockside Lane,Sherbrooke,67337,True,True,2025-08-21
805,373,8,Returns, Lantern Cold Foods Partner DC,5839 Juniper Avenue,Laval,28384,False,True,2023-11-30
806,373,8,Cross-Dock,Lantern Cold Foods Partner Plant,3977 Marlow Parkway,Sherbrooke,44408,False,True,2025-09-11
807,374,1,Billing,Bluevale Dairy Labs HQ,1858 Foundry Way,Newark,61845,True,True,2025-08-23
808,375,10,Billing,Brightwell Floral Logistic HQ,4960 Canal Street,Cologne,EH4 9C,True,True,
809,376,9,Billing,Summit Cold Foods Logistic HQ,7241 Crescent Drive,Manchester,B2 3A,True,True,2024-12-18
810,377,8,Billing,Mosaic Cold Foods Holdings HQ,2519 Dockside Lane,Sherbrooke,82383,True,True,2025-05-11
811,377,8,Delivery,Mosaic Cold Foods Holdings DC,2843 Ridgeview Road,Laval,27185,False,True,
812,377,8,Returns,Mosaic Cold Foods Holdings Plant,9072 Ridgeview Road,Laval,92307,False,True,
813,378,4,Billing,Lakeside Ingredients Group HQ,2925 Ridgeview Road,Albuquerque,31993,True,True,2026-03-20
814,378,9,Delivery,Lakeside Ingredients Group DC,916 Station Road,Leeds,M7 4B,False,True,
815,379,4,Billing, Aster Beverage Group HQ,7900 Vine Street,Albuquerque,64500,True,True,2023-05-13
816,380,3,Billing,Brightwell Biologics Group HQ ,5977 Canal Street,Chicago,57941,True,False,2023-05-07
817,380,3,Cross-Dock,Brightwell Biologics Group DC,9868 Juniper Avenue,Chicago,70956,False,True,2023-06-03
818,380,3,Cross-Dock,Brightwell Biologics Group Plant,218 Vine Street,Minneapolis,12589,False,True,2025-01-18
819,381,9,Billing,Brightwell Beverage Partne HQ,7162 Ridgeview Road,London,M7 4D,True,True,
820,381,9,Returns,Brightwell Beverage Partne DC,203 Mill Lane,Bristol,B1 2D,False,True,2024-07-26
821,382,2,Billing,Pioneer Meal Systems Logis HQ,5186 Canal Street,Atlanta,28504,True,True,2023-11-30
822,382,2,Delivery,Pioneer Meal Systems Logis DC,7420 Ridgeview Road,Charlotte,54902,False,True,2024-07-10
823,383,1,Billing,Everfield Nutrition Logist HQ,7054 Harvester Road,Newark,57708,True,True,2023-11-13
824,384,2,Billing,Mosaic Cold Foods Partners HQ,8577 Canal Street,Nashville,90108,True,True,2024-01-23
825,384,4,Delivery,Mosaic Cold Foods Partners DC,3109 Ridgeview Road,Albuquerque,87492,False,True,2025-12-04
826,384,4,Production Site,Mosaic Cold Foods Partners Plant,9000 Marlow Parkway,Denver,94655,False,True,2025-05-12
827,385,8,Billing,Crown Seafood Distribution HQ,3068 Market Row,Quebec City,20245,True,True,2024-07-15
828,385,8,Production Site,Crown Seafood Distribution DC,5211 Mill Lane,Sherbrooke,60229,False,False,
829,385,8,Delivery,Crown Seafood Distribution Plant,5320 Vine Street,Laval,90913,False,True,2025-05-31
830,385,8,Delivery,Crown Seafood Distribution Annex,967 Ridgeview Road,Laval,80573,False,True,2024-01-04
831,386,2,Billing,Vantage Cold Foods Co-op HQ,8072 Ridgeview Road,Orlando,66805,True,True,2023-06-15
832,387,10,Billing,Cedar Meal Systems Manufac HQ,2270 Crescent Drive,Munich,B9 2A,True,True,2023-05-10
833,387,10,Returns,Cedar Meal Systems Manufac DC,2006 Foundry Way,Cologne,B4 1A,False,True,2024-02-04
834,388,11,Billing,Bluevale Floral Logistics  HQ,9367 Ridgeview Road,Eindhoven,B6 7B,True,True,2023-08-31
835,389,5,Billing,Cobalt Dairy Manufacturing HQ,6111 Juniper Avenue,Los Angeles,77592,True,True,2023-11-01
836,389,5,Production Site,Cobalt Dairy Manufacturing DC,8692 Marlow Parkway,Los Angeles,24759,False,False,2023-10-10
837,389,5,Returns,Cobalt Dairy Manufacturing Plant,4895 Vine Street,Seattle,67351,False,True,2023-10-25
838,389,5,Cross-Dock,Cobalt Dairy Manufacturing Annex,3880 Market Row,Oakland,83841,False,True,2025-10-23
839,390,8,Billing,Cardinal Dairy Co-op HQ,8830 Ridgeview Road,Laval,60143,True,True,2024-06-16
840,391,5,Billing,Bluevale Laboratories Co-o HQ,4332 Vine Street,Oakland,38573,True,True,2024-11-22
841,391,5,Returns,Bluevale Laboratories Co-o DC,127 Vine Street,Los Angeles,94785,False,True,2025-03-21
842,391,7,Cross-Dock,Bluevale Laboratories Co-o Plant,9987 Marlow Parkway,Toronto,82081,False,True,2024-01-24
843,391,1,Production Site,Bluevale Laboratories Co-o Annex,464 Canal Street,Boston,94252,False,True,2025-01-29
844,392,9,Billing,Everfield Seafood Supply HQ,1109 Ridgeview Road,Leeds,SE2 4C,True,True,2025-11-03
845,393,4,Billing,Everfield Pet Nutrition Lo HQ,2595 Vine Street,Albuquerque,60295,True,True,2023-12-22
846,393,4,Delivery,Everfield Pet Nutrition Lo DC,4812 Canal Street,Denver,30143,False,True,2024-07-04
847,393,4,Cross-Dock,Everfield Pet Nutrition Lo Plant ,1030 Vine Street,Las Vegas,32349,False,True,2024-02-21
848,394,2,Billing,Crescent Specialty Produce HQ,6256 Dockside Lane,Orlando,33710,True,True,2025-12-17
849,394,2,Cross-Dock,Crescent Specialty Produce DC,1695 Marlow Parkway,Nashville,32527,False,True,2024-03-05
850,395,5,Billing,Vantage Laboratories Suppl HQ ,1430 Dockside Lane,San Diego,41099,True,True,2025-07-07
851,396,9,Billing,Meridian Cold Foods Gropu HQ,2768 Marlow Parkway,Manchester,SE9 4C,True,True,
852,396,9,Production Site,Meridian Cold Foods Gropu DC,429 Marlow Parkway,Manchester,SE6 8B,False,True,2025-06-23
853,396,9,Returns,Meridian Cold Foods Gropu Plant,5209 Crescent Drive,London,EH6 6B,False,True,
854,397,1,Billing,Keystone Foods Distributio HQ,866 Juniper Avenue,Hartford,85092,True,True,2026-01-24
855,398,10,Billing,Summit Floral Logistics Gr HQ,9429 Market Row,berlin,SE5 7D,True,True,
856,398,10,Delivery,Summit Floral Logistics Gr DC,8850 Foundry Way,COLOGNE,M5 4A,False,True,2024-02-06
857,399,11,Billing,Northwind Cold Foods Distr HQ,1636 Harvester Road,eindhoven,B2 7B,True,True,2025-07-29
858,400,3,Billing,Keystone Specialty Produce HQ,6385 Foundry Way,Detroit,68043,True,True,2023-09-20
859,400,3,Returns,Keystone Specialty Produce DC,7598 Mill Lane,Minneapolis,58036,False,True,2025-09-28
860,400,3,Returns,Keystone Specialty Produce Plant,884 Crescent Drive,Columbus,65006,False,True,2026-01-18
861,401,2,Billing,Cardinal Floral Logistics  HQ,4844 Station Road,Nashville,85991,True,True,
862,402,10,Billing,Briar Specialty Produce Fo HQ,1411 Canal Street,Hamburg,B6 9B,True,True,2025-08-28
863,402,10,Returns,Briar Specialty Produce Fo DC,3725 Vine Street,Berlin,L1 6A,False,True,2024-02-06
864,403,6,Billing,Trinity Laboratories Labs QH,6703 Marlow Parkway,Dallas,56130,True,True,2023-02-18
865,403,6,Delivery,Trinity Laboratories Labs DC,4167 Canal Street,Dallas,45666,False,True,
866,403,6,Cross-Dock,Trinity Laboratories Labs Plant,8545 Harvester Road,San Antonio,69160,False,True,2023-11-08
867,403,6,Production Site,Trinity Laboratories Labs Annex,5091 Foundry Way,Houston,65920,False,True,2023-02-02
868,404,11,Billing,Everfield Cold Foods Labs HQ,1108 Foundry Way,Amsterdam,L3 1B,True,True,
869,405,5,Billing,Cedar Ingredients Logistic HQ,2166 Canal Street,Oakland,17013,True,True,2025-12-19
870,405,5,Cross-Dock,Cedar Ingredients Logistic DC,2871 Canal Street,San Diego,62040,False,True,
871,405,5,Cross-Dock,Cedar Ingredients Logistic Plant,8960 Crescent Drive,San Diego,51967,False,True,2023-04-09
872,405,5,Delivery,Cedar Ingredients Logistic Annex,984 Dockside Lane,Seattle,55001,False,True,2023-07-11
873,406,4,Billing,harbor specialty produce s HQ,6479 Juniper Avenue,Albuquerque,88140,True,True,2023-09-12
874,406,4,Production Site,harbor specialty produce s DC,5494 Crescent Drive,Albuquerque,16078,False,True,2023-12-07
875,406,4,Production Site,harbor specialty produce s Plant,634 Juniper Avenue,Albuquerque,16566,False,True,
876,407,7,Billing,Helix Pharma Manufacturing HQ,6692 Marlow Parkway,Ottawa,99422,True,True,2024-07-27
877,408,10,Billing,Orchard Seafood Labs HQ,9955 Harvester Road,Munich,EH2 2B,True,True,
878,408,7,Delivery,Orchard Seafood Labs DC,4015 Dockside Lane,Hamilton,88015,False,False,2025-02-16
879,409,10,Billing,Brightwell Pet Nutrition L HQ,1962 Ridgeview Road,Hamburg,M3 6C,True,True,2023-02-16
880,410,11,Billing,Lakeside Cold Foods Partne HQ,691 Harvester Road,Utrecht,B8 8A,True,True,
881,411,5,Billing,Harbor Foods Group HQ,5152 Market Row,San Diego,30055,True,True,2025-09-01
882,412,11,Billing,Crescent Cold Foods Supply HQ,59 Ridgeview Road,Amsterdam,EH7 7B,True,True,2025-09-30
883,412,5,Returns,Crescent Cold Foods Supply DC,6233 Dockside Lane,Seattle,52856,False,True,2023-08-31
884,412,5,Production Site,Crescent Cold Foods Supply Plant,5889 Crescent Drive,Seattle,60572,False,True,2024-02-11
885,412,5,Cross-Dock,Crescent Cold Foods Supply Annex,6097 Mill Lane,Seattle,62521,False,True,2023-08-23
886,413,1,Billing,Orchard Meal Systems Distr HQ,3689 Mill Lane,Portland,90068,True,True,2023-05-23
887,414,10,Billing,Granite Ingredients Group HQ,1890 Harvester Road,Munich,M6 8C,True,False,2025-08-26
888,414,2,Returns,Granite Ingredients Group DC,4736 Marlow Parkway,Orlando,89567,False,True,2026-01-25
889,414,6,Returns,Granite Ingredients Group Plant,4129 Ridgeview Road,Dallas,46289,False,True,2024-11-06
890,415,10,Billing,Granite Biologics Supply HQ,6063 Vine Street,Cologne,B7 1D,True,True,2025-04-01
891,416,2,Billing,Keystone Ingredients Holdi HQ,6200 Canal Street,Atlanta,25319,True,True,2025-01-23
892,416,8,Production Site,Keystone Ingredients Holdi DC,3481 Juniper Avenue,Sherbrooke,40820,False,True,2023-10-17
893,417,11,Billing,Lakeside Ingredients Group HQ,6799 Juniper Avenue,Eindhoven,SE8 2C,True,True,2024-04-25
894,417,11,Cross-Dock,Lakeside Ingredients Group DC,9015 Canal Street,Rotterdam,SE7 2D,False,True,2025-01-15
895,417,11,Cross-Dock,Lakeside Ingredients Group Plant,1071 Ridgeview Road,Utrecht,EH2 5C,False,True,2025-05-23
896,418,2,Billing,Crescent Biologics Manufac HQ,9924 Ridgeview Road,Orlando,58831,True,True,2023-05-27
897,418,6,Production Site,Crescent Biologics Manufac DC,5377 Crescent Drive,Houston,11292,False,True,2025-11-18
898,419,4,Billing,Lantern Pharma Distributio HQ,2715 Dockside Lane,Albuquerque,62266,True,True,2025-11-29
899,419,1,Delivery,Lantern Pharma Distributio DC,5958 Dockside Lane,Portland,35957,False,True,
900,419,1,Delivery,Lantern Pharma Distributio Plant,4682 Marlow Parkway,Newark,43304,False,True,2025-10-03
901,420,10,Billing,Crown Floral Logistics Gro HQ,9881 Ridgeview Road,Hamburg,SE2 1A,True,True,2023-01-27
902,420,10,Returns,Crown Floral Logistics Gro DC,610 Ridgeview Road,MUNICH,L3 2B,False,True,2025-09-17
903,421,10,Billing,Aster Seafood Holdings HQ,9990 Dockside Lane,Berlin,EH6 1D,True,True,2025-11-28
904,422,11,Billing,Mosaic Ingredients Labs HQ,9381 Vine Street,Utrecht,B8 8D,True,True,2025-06-13
905,422,11,Cross-Dock,Mosaic Ingredients Labs DC,1388 Station Road,Amsterdam,SE2 8A,False,True,2025-11-17
906,422,9,Delivery,Mosaic Ingredients Labs Plant,6149 Station Road,Manchester,SE4 1B,False,True,2025-08-03
907,423,5,Billing,Harbor Laboratories Manufa HQ,3039 Juniper Avenue,Oakland,93383,True,True,2023-11-06
908,423,5,Delivery,Harbor Laboratories Manufa DC,2916 Juniper Avenue,Oakland,54084,False,True,2026-01-12
909,423,5,Delivery,Harbor Laboratories Manufa Plant,9153 Station Road,San Diego,93518,False,True,2023-07-05
910,424,7,Billing,Trinity Specialty Produce  HQ,1197 Market Row,Toronto,70286,True,True,2023-05-17
911,424,7,Delivery,Trinity Specialty Produce  DC,9498 Vine Street,Toronto,61420,False,True,2023-01-28
912,424,7,Cross-Dock,Trinity Specialty Produce  Plant,2789 Market Row,London,10264,False,False,2025-04-07
913,425,10,Billing,Trinity Ingredients Manufa HQ,3666 Station Road,Berlin,EH8 7C,True,True,2024-09-26
914,426,2,Billing,Lakeside Laboratories Manu HQ ,9946 Mill Lane,Orlando,49012,True,True,2024-07-30
915,427,2,Billing,Northwind Floral Logistics HQ,8399 Foundry Way,Charlotte,88955,True,True,2023-03-16
916,428,9,Billing,Forge Nutrition Holdings HQ,5620 Station Road,Manchester,B1 8C,True,True,2025-08-03
917,429,6,Billing,Summit Foods Co-op HQ,6439 Marlow Parkway,Austin,77861,True,True,2023-03-16
918,429,6,Production Site,Summit Foods Co-op DC,744 Canal Street,Houston,84359,False,False,
919,429,6,Returns,Summit Foods Co-op Plant,8245 Crescent Drive,Austin,86368,False,True,
920,430,11,Billing,Solace Ingredients Distrib HQ,5161 Station Road,Eindhoven,M2 9D,True,False,2026-01-26
921,431,9,Billing,Mosaic Beverage Group HQ,9969 Harvester Road,Bristol,M7 7B,True,True,2023-10-03
922,432,8,Billing,Riverbend Foods Logistics HQ,5454 Juniper Avenue,Quebec City,50255,True,True,2025-06-16
923,433,3,Billing,Harbor Foods Logistics HQ,409 Ridgeview Road,Minneapolis,49499,True,True,2023-06-19
924,433,3,Returns,Harbor Foods Logistics DC,271 Juniper Avenue,Detroit,30930,False,True,2025-06-28
925,433,3,Delivery,Harbor Foods Logistics Plant,3262 Market Row,Chicago,22405,False,True,2026-02-04
926,433,3,Production Site,Harbor Foods Logistics Annex,419 Canal Street,Columbus,41457,False,True,2025-08-15
927,434,1,Billing,Cedar Biologics Holdings HQ,2226 Ridgeview Road,Hartford,24677,True,True,2026-02-06
928,435,9,Billing,TRINITY NUTRITION LOGISTIC HQ,4607 Station Road,Manchester,B9 9A,True,True,2025-11-29
929,436,3,Billing,Cedar Foods Manufacturing HQ,7110 Canal Street,Chicago,89812,True,True,2026-03-19
930,436,3,Returns,Cedar Foods Manufacturing DC,3290 Vine Street,Minneapolis,96451,False,True,2024-06-03
931,437,8,Billing,Oamkont Foods Group HQ,8051 Mill Lane,Montreal,81509,True,True,2023-03-30
