order_id,order_number,customer_id,contract_id,delivery_address_id,fulfillment_region_id,created_by_employee_id,order_date,requested_delivery_date_raw,order_status,priority_level,customer_po_number,cancellation_reason,order_channel
8003,ORD-2023-008003,550,3022,1165,4,277,2023-12-18,2023/12/22,Returned,Standard,PO-434906,,Portal
8004,ORD-2023-008004,1196,1502,2512,11,300,2023-04-26,2023-05-07,Delivered,Standard,PO-649331,,EDI
8005,ORD-2024-008005,1894,3483,3991,5,300,2024-05-14,2024-05-24,Delivered,standard ,PO-919032,,EDI
8006,ORD-2025-008006,501,2305,1059,6,85,2025-01-11,2025-01-13,delivered ,Critical,PO-396110,,Account Team
8007,ORD-2024-008007,1284,2082,2710,1,132,2024-06-02,12/06/2024,Delivered,Standard,pending,,Account Team
8008,ORD-2023-008008,2443,13,5180,11,286,2023-03-03,2023-03-14,Cancelled,Standard,PO-937243,Credit hold,Account Team
8009,ORD-2026-008009,28,572,68,11,100,2026-04-26,2026-05-03,Delivered,Standard,PO-564433,,EDI
8010,ORD-2026-008010,871,3358,1826,6,9,2026-03-28,2026-04-09,Delivered,Standard,PO-524761,,Portal
8011,ORD-2025-008011,21,2121,47,9,77,2025-06-30,2025-07-14,In Transit,Critical,PO-997309,,EDI
8012,ORD-2025-008012,524,2022,1107,11,304,2025-10-30,2025-11-07,Delivered,Standard,,,EDI
8013,ORD-2025-008013,383,764,823,1,21,2025-04-12,23/04/2025,Open,standard ,PO-643337,,Manual Upload
8014,ORD-2024-008014,2453,313,5201,9,305,2024-10-20,2024-11-02,Delivered,Standard,PO-827766,,Manual Upload
8015,ORD-2024-008015,252,2073,553,7,200,2024-11-09,2024-11-24,In Transit,Standard,pending,,Manual Upload
8016,ORD-2023-008016,1331,41,2804,11,87,2023-08-06,2023-08-17,Delivered,Expedite,pending,,Account Team
8017,ORD-2023-008017,972,2578,2049,2,286,2023-03-07,3/14/2023,Cancelled,Expedite,,Inventory unavailable,Portal
8018,ORD-2025-008018,1330,591,2801,8,54,2025-04-21,2025-04-30,Delivered,Standard,PO-538979,,EDI
8019,ORD-2026-008019,596,1875,1267,8,18,2026-01-24,2026-01-27,Delivered,Critical,PO-936133,,EDI
8020,ORD-2023-008020,2192,640,4619,8,85,2023-01-27,2023-02-05,Open,Standard,PO-580588,,Account Team
8021,ORD-2023-008021,1497,399,3159,3,77,2023-07-27,2023-08-01,Open,Expedite,PO-705229,,Account Team
8022,ORD-2024-008022,380,1197,817,3,47,2024-06-28,2024-07-13,Delivered,Standard,PO-636138,,Manual Upload
8023,ORD-2023-008023,481,3612,1018,8,124,2023-11-23,2023-12-03,Open,Standard,,,EDI
8024,ORD-2026-008024,184,2636,393,11,88,2026-03-25,2026-04-03,Returned,Standard,PO-388386,,Account Team
8025,ORD-2023-008025,1564,1671,3298,10,172,2023-01-15,30/01/2023,Delivered,Standard,PO-101680,,Account Team
8026,ORD-2025-008026,2436,256,5164,6,157,2025-04-25,30/04/2025,In Transit,Standard,PO-228112,,EDI
8027,ORD-2024-008027,1974,707,4152,9,157,2024-08-29,2024-09-07,Delivered,Standard,PO-135471,,EDI
8028,ORD-2024-008028,254,2401,557,4,95,2024-11-19,11/21/2024,Delivered,Standard,PO-362284,,Portal
8029,ORD-2025-008029,67,1450,148,11,18,2025-09-19,2025-10-05,delivered ,Standard,PO-732481,,EDI
8030,ORD-2024-008030,1039,1115,2187,6,124,2024-12-07,2024-12-22,Delivered,Standard,PO-237505,,Portal
8031,ORD-2024-008031,49,102,109,6,77,2024-05-11,2024-05-25,Delivered,Standard,PO-420851,,EDI
8032,ORD-2025-008032,1389,2590,2935,10,132,2025-07-12, 2025-07-22 ,Returned,Expedite,PO-201645,,Manual Upload
8033,ORD-2025-008033,448,93,948,5,66,2025-09-28,2025-10-14,Open,Standard,PO-460238,,Account Team
8034,ORD-2025-008034,1083,360,2271,9,216,2025-03-17,2025-03-22,Delivered,Standard,pending,,Portal
8035,ORD-2025-008035,2163,1769,4555,10,34,2025-07-06,2025-07-10,Delivered,Critical,PO-442050,,Account Team
8036,ORD-2024-008036,169,2034,358,10,34,2024-11-23,2024-12-09,Delivered,Standard,PO-249528,,Portal
8037,ORD-2023-008037,1294,2865,2724,1,283,2023-11-30,2023-12-10,Delivered,Critical,PO-469342,,Manual Upload
8038,ORD-2026-008038,407,2261,876,7,59,2026-03-25,2026-03-28,delivered ,Critical,,,Manual Upload
8039,ORD-2025-008039,2220,1359,4680,7,221,2025-08-18,2025-09-02,Returned,Standard,PO-217853,,Account Team
8040,ORD-2024-008040,1586,749,3337,2,87,2024-09-26,10/10/2024,Open,Standard,PO-303613,,Account Team
8041,ORD-2023-008041,2005,2006,4215,1,63,2023-02-14,2023-02-22,Delivered,Standard,PO-347060,,EDI
8042,ORD-2025-008042,2482,1541,5273,1,54,2025-04-15,4/17/2025,Delivered,standard ,PO-696605,,Account Team
8043,ORD-2023-008043,1456,2249,3072,1,288,2023-03-15,2023-03-22,Open,Standard,PO-347701,,Portal
8044,ORD-2024-008044,1273,3158,2680,2,264,2024-12-02,2024-12-12,Open,Standard,PO-150356,,EDI
8045,ORD-2025-008045,2029,1569,4276,7,92,2025-10-05,2025-10-08,Delivered,Standard,PO-106808,,Portal
8046,ORD-2024-008046,786,872,1636,9,21,2024-01-13,2024-01-16,Delivered,Standard,PO-557010,,Account Team
8047,ORD-2023-008047,1721,3323,3633,8,124,2023-03-30,4/7/2023,Delivered,Standard,PO-584983,,Account Team
8048,ORD-2024-008048,529,1106,1115,7,53,2024-08-17,2024-09-01,Delivered,Standard,,,EDI
8049,ORD-2025-008049,2365,234,4998,11,286,2025-05-04,2025-05-17,Open,standard ,PO-605783,,EDI
8050,ORD-2023-008050,1296,1835,2730,4,34,2023-06-22,2023-07-06,Delivered,Standard,PO-401537,,EDI
8051,ORD-2023-008051,483,573,1023,8,18,2023-01-20,2023-01-28,Cancelled,Expedite,PO-454809,Inventory unavailable,Account Team
8052,ORD-2026-008052,1460,1986,3082,6,124,2026-02-17,2026-02-25,Delivered,Standard,PO-852936,,Portal
8053,ORD-2025-008053,976,3613,2058,1,167,2025-01-03,2025-01-16,Delivered,Expedite,,,Account Team
8054,ORD-2023-008054,831,840,1735,11,277,2023-06-30,2023-07-02,In Transit,Standard,PO-541180,,Portal
8055,ORD-2024-008055,1534,3378,3240,4,277,2024-09-24,2024-10-02,Delivered,Standard,PO-195056,,Manual Upload
8056,ORD-2026-008056,723,2027,1517,8,23,2026-05-28,2026-06-10,Delivered,Expedite,PO-224636,,Portal
8057,ORD-2025-008057,1287,2820,2714,2,217,2025-07-27,2025-08-03,Delivered,Standard,PO-350428,,EDI
8058,ORD-2025-008058,1318,2613,2773,8,29,2025-09-28,2025-10-13,Open,Expedite,PO-682672,,Manual Upload
8059,ORD-2023-008059,2086,2335,4388,11,34,2023-03-31,2023-04-14,Cancelled,Standard,PO-475666,Duplicate order,Portal
8060,ORD-2023-008060,1203,1882,2522,3,27,2023-12-30,2024-01-08,In Transit,Standard,PO-104729,,Manual Upload
8061,ORD-2023-008061,1682,3532,3547,3,279,2023-03-31,2023-04-07,Delivered,Standard,PO-731194,,Manual Upload
8062,ORD-2023-008062,2139,99,4495,8,116,2023-02-13,2023-02-25,Delivered,Standard,PO-136073,,EDI
8063,ORD-2025-008063,969,781,2041,6,186,2025-06-11,2025-06-22,Delivered,Standard,PO-658529,,Manual Upload
8064,ORD-2024-008064,2262,2572,4787,4,275,2024-02-19,2024-02-26,Cancelled,Standard,PO-441099,,Portal
8065,ORD-2024-008065,1835,3169,3875,4,66,2024-08-30,2024-09-02,Delivered,Standard,PO-435532,,Account Team
8066,ORD-2024-008066,1644,1981,3464,5,63,2024-04-02,2024-04-07,Delivered,Standard,,,EDI
8067,ORD-2024-008067,650,1065,1377,6,274,2024-07-15,2024-07-22,Delivered,standard ,PO-408774,,Portal
8068,ORD-2023-008068,1419,2454,2994,5,73,2023-01-09,2023-01-17,Delivered,Critical,PO-617402,,EDI
8069,ORD-2023-008069,2500,2023,5309,6,65,2023-11-03,2023-11-10,Delivered,Standard,pending,,Account Team
8070,ORD-2024-008070,1675,119,3530,3,116,2024-12-07,2024-12-18,Delivered,Standard,PO-591429,,EDI
8071,ORD-2025-008071,2046,927,4315,7,297,2025-02-18,2025-03-06,Delivered,Standard,PO-610467,,Account Team
8072,ORD-2023-008072,530,1119,1118,8,54,2023-06-21,2023-06-23,Open,Standard,,,EDI
8073,ORD-2024-008073,1000,2983,2113,9,85,2024-04-07,2024-04-10,Open,Critical,PO-175956,,EDI
8074,ORD-2024-008074,205,836,438,5,6,2024-03-27,2024-04-12,Open,Standard,PO-832345,,EDI
8075,ORD-2025-008075,1606,84,3381,3,171,2025-04-15,2025-04-17,Open,Standard,PO-385136,,Account Team
8076,ORD-2026-008076,1529,1186,3231,3,132,2026-04-29,5/10/2026,Delivered,Standard,PO-780615,,Portal
8077,ORD-2024-008077,1669,3495,3514,9,92,2024-05-03,2024-05-17,Delivered,Standard,PO-494038,,Manual Upload
8078,ORD-2023-008078,1032,1490,2175,9,9,2023-06-27,2023-07-12,Delivered,Standard,,,Portal
8079,ORD-2025-008079,471,721,1000,2,65,2025-03-27,2025-03-29,Delivered,Standard,PO-933227,,Portal
8080,ORD-2023-008080,2070,2288,4358,6,70,2023-03-10,2023-03-22,Cancelled,Standard,PO-447663,Inventory unavailable,Manual Upload
8081,ORD-2025-008081,722,3677,1513,9,101,2025-10-25,2025-11-02,Delivered,standard ,,,Account Team
8082,ORD-2023-008082,1572,30,3311,11,100,2023-03-04,2023-03-16,Delivered,Standard,PO-878170,,EDI
8083,ORD-2024-008083,1301,736,2739,6,194,2024-02-19,2024-03-03,Cancelled,Standard,PO-315605,Credit hold,EDI
8084,ORD-2024-008084,1448,3513,3051,4,212,2024-04-21,2024-05-06,Returned,Critical,PO-687732,,Account Team
8085,ORD-2024-008085,682,1338,1435,11,73,2024-09-16,2024-10-02,In Transit,Standard,PO-749004,,Account Team
8086,ORD-2025-008086,1643,1891,3463,1,150,2025-04-07,2025-04-18,Open,Standard,PO-165249,,Portal
8087,ORD-2023-008087,1548,3241,3267,7,277,2023-05-31,2023-06-13,Open,Standard,PO-354377,,Portal
8088,ORD-2024-008088,1015,2592,2142,5,176,2024-03-28,2024-04-05,Delivered,Standard,PO-489589,,Account Team
8089,ORD-2024-008089,747,743,1564,5,66,2024-07-03,2024-07-15,Open,Expedite,PO-689477,,Manual Upload
8090,ORD-2025-008090,1308,1761,2757,7,194,2025-11-13,2025-11-15,Delivered,Critical,pending,,Account Team
8091,ORD-2025-008091,2366,253,4999,6,264,2025-07-01,2025-07-14,Delivered,Critical,PO-118068,,Account Team
8092,ORD-2023-008092,290,1683,630,11,297,2023-07-21,2023-07-23,In Transit,Standard,PO-340270,,Portal
8093,ORD-2023-008093,88,716,187,6,43,2023-09-10,14/09/2023,Delivered,standard ,,,EDI
8094,ORD-2023-008094,973,3290,2052,6,101,2023-04-08,2023-04-24,Delivered,Standard,PO-939116,,Portal
8095,ORD-2023-008095,1358,3182,2865,9,27,2023-05-10,2023/05/26,Delivered,Standard,PO-349078,,Manual Upload
8096,ORD-2023-008096,1774,1838,3748,2,304,2023-03-03,2023-03-05,Delivered,Standard,,,Portal
8097,ORD-2026-008097,1348,2066,2840,4,66,2026-02-19,07/03/2026,Open,Standard,PO-245301,,Account Team
8098,ORD-2025-008098,1570,2138,3307,8,264,2025-12-12,2025-12-26,delivered ,Standard,pending,,Manual Upload
8099,ORD-2026-008099,1715,2712,3618,8,98,2026-06-04,2026-06-18,Cancelled,Standard,PO-175860,Inventory unavailable,Portal
8100,ORD-2023-008100,1197,518,2514,5,111,2023-11-16,2023-11-26,Delivered,Standard,,,EDI
8101,ORD-2026-008101,663,835,1395,3,216,2026-03-17,2026-03-25,Cancelled,standard ,PO-541562,Duplicate order,Account Team
8102,ORD-2026-008102,696,2126,1461,4,132,2026-02-28,2026-03-13,Delivered,Standard,,,Portal
8103,ORD-2023-008103,954,1797,2009,3,124,2023-01-16,1/29/2023,Delivered,standard ,PO-823616,,Manual Upload
8104,ORD-2024-008104,1072,1691,2248,7,212,2024-09-09,2024-09-15,Delivered,standard ,PO-501826,,Account Team
8105,ORD-2024-008105,2027,1151,4271,10,150,2024-05-28,2024-06-09,Open,Critical,PO-880209,,Account Team
8106,ORD-2023-008106,2282,2129,4826,10,87,2023-02-28,2023-03-08,Delivered,Standard,PO-855595,,Manual Upload
8107,ORD-2025-008107,1156,2609,2436,9,18,2025-08-12,2025-08-14,Cancelled,Standard,PO-120585,,EDI
8108,ORD-2024-008108,2027,780,4271,10,279,2024-12-05,2024-12-20,Open,Standard,,,Portal
8109,ORD-2026-008109,910,1400,1920,10,87,2026-03-19,03/04/2026,Delivered,Standard,PO-614990,,Portal
8110,ORD-2023-008110,273,2074,594,11,279,2023-03-14,2023-03-27,Open,Critical,PO-668702,,Account Team
8111,ORD-2023-008111,1401,1892,2955,1,18,2023-07-13,2023-07-20,Delivered,Standard,PO-896962,,Account Team
8112,ORD-2024-008112,627,649,1329,11,167,2024-12-31,2025-01-07,Delivered,Standard,,,Account Team
8113,ORD-2024-008113,1429,2297,3013,8,77,2024-06-08,2024-06-20,Delivered,Standard,PO-455021,,EDI
8114,ORD-2023-008114,1849,1492,3908,4,279,2023-09-05,2023-09-14,In Transit,Standard,PO-412838,,Manual Upload
8115,ORD-2024-008115,375,1825,808,10,124,2024-06-27,2024-07-01,Delivered,Standard,PO-175804,,Portal
8116,ORD-2025-008116,1457,2581,3074,4,171,2025-01-08,2025-01-10,Delivered,Standard,PO-712754,,Manual Upload
8117,ORD-2025-008117,1762,1638,3728,9,300,2025-05-01,2025-05-15,Delivered,Standard,PO-254727,,Account Team
8118,ORD-2024-008118,1172,2151,2466,1,297,2024-02-02,2024-02-09,Delivered,Standard,PO-454148,,EDI
8119,ORD-2023-008119,556,1046,1181,4,305,2023-02-12,2023-02-21,In Transit,Standard,PO-512356,,EDI
8120,ORD-2026-008120,1842,2523,3893,6,86,2026-04-17,2026-04-26,Cancelled,Standard,PO-880648,Credit hold,EDI
8121,ORD-2026-008121,1541,3341,3252,2,157,2026-03-23,2026-03-31,Cancelled,Standard,,,Portal
8122,ORD-2025-008122,668,113,1406,3,167,2025-01-24,2025-02-03,Delivered,Critical,PO-868912,,Account Team
8123,ORD-2024-008123,452,1004,957,3,288,2024-04-08,2024-04-24,Open,Standard,PO-754053,,EDI
8124,ORD-2023-008124,1289,156,2716,4,276,2023-02-18,2023-02-24,Open,Expedite,PO-777129,,Account Team
8125,ORD-2024-008125,294,378,639,1,59,2024-03-30,2024-04-02,Open,Standard,PO-764440,,EDI
8126,ORD-2025-008126,1406,1507,2966,5,86,2025-06-10,2025-06-14,Returned,standard ,,,Manual Upload
8127,ORD-2023-008127,669,1500,1407,3,221,2023-04-12,2023/04/26,Delivered,Standard,PO-169911,,EDI
8128,ORD-2025-008128,190,1964,407,11,275,2025-06-27,2025/07/02,In Transit,Expedite,PO-919332,,Manual Upload
8129,ORD-2025-008129,2381,162,5039,6,157,2025-12-21,2026-01-01,Delivered,Expedite,PO-500052,,Manual Upload
8130,ORD-2025-008130,469,441,997,6,194,2025-01-14,22/01/2025,Cancelled,Expedite,PO-591180,Customer request,EDI
8131,ORD-2025-008131,960,2342,2021,10,274,2025-09-29,2025-10-11,Delivered,Expedite,PO-709889,,Manual Upload
8132,ORD-2025-008132,1097,2563,2303,4,21,2025-02-16,03/03/2025,Open,Expedite,PO-644547,,EDI
8133,ORD-2025-008133,254,2401,557,4,274,2025-03-15,2025-03-31,Delivered,Expedite,PO-794748,,Manual Upload
8134,ORD-2024-008134,1153,505,2432,1,132,2024-07-03,2024-07-14,Returned,Standard,,,Account Team
8135,ORD-2025-008135,1313,1182,2764,3,283,2025-11-03,2025-11-13,Delivered,Standard,PO-261811,,Account Team
8136,ORD-2023-008136,978,1068,2064,5,207,2023-09-16,22/09/2023,Delivered,Standard,PO-169381,,Manual Upload
8137,ORD-2024-008137,1476,2449,3121,3,237,2024-10-10,2024-10-12,Delivered,Standard,PO-583680,,Manual Upload
8138,ORD-2025-008138,779,3257,1620,9,47,2025-11-02,2025-11-07,Delivered,Standard,PO-355745,,EDI
8139,ORD-2023-008139,205,836,437,5,17,2023-04-07,2023-04-23,Delivered,Standard,PO-507444,,Account Team
8140,ORD-2024-008140,2079,2040,4376,2,277,2024-05-07,2024-05-14,Delivered,Standard,PO-174639,,Manual Upload
8141,ORD-2024-008141,2098,1570,4415,7,172,2024-05-30,2024-06-06,Delivered,Critical,PO-946318,,Account Team
8142,ORD-2024-008142,2337,3471,4942,10,66,2024-05-21,2024-06-06,Delivered,Standard,PO-919244,,EDI
8143,ORD-2023-008143,2458,1972,5216,11,275,2023-03-15,2023-03-27,Delivered,standard ,PO-923371,,Manual Upload
8144,ORD-2024-008144,1241,3596,2617,1,304,2024-07-31,2024-08-09,Delivered,Standard,PO-595420,,Account Team
8145,ORD-2024-008145,2422,681,5138,6,232,2024-01-08,2024-01-15,Delivered,Standard,PO-769349,,Account Team
8146,ORD-2025-008146,891,787,1872,1,264,2025-09-16,2025-10-01,Open,Standard,PO-208793,,EDI
8147,ORD-2023-008147,2086,3068,4389,11,6,2023-07-24,28/07/2023,Delivered,Standard,,,EDI
8148,ORD-2025-008148,614,2062,1304,11,297,2025-11-18,2025-12-02,Returned,Critical,PO-891211,,Account Team
8149,ORD-2024-008149,219,81,473,1,66,2024-11-26,2024-12-02,Delivered,Standard,PO-557188,,Manual Upload
8150,ORD-2024-008150,2340,23,4949,3,34,2024-05-27,2024-06-11,Delivered,Standard,PO-709911,,Portal
8151,ORD-2026-008151,1202,3671,2521,2,65,2026-03-23,2026-03-31,Cancelled,Standard,PO-515465,Customer request,EDI
8152,ORD-2025-008152,100,2949,213,11,73,2025-06-24, 2025-06-27 ,Cancelled,Standard,PO-592519,Credit hold,Portal
8153,ORD-2025-008153,1664,1890,3507,2,88,2025-08-16,2025-08-22,Cancelled,Expedite,PO-591872,Credit hold,Portal
8154,ORD-2023-008154,1159,1048,2441,9,43,2023-12-11,2023-12-13,Delivered,Standard,PO-270488,,Portal
8155,ORD-2024-008155,790,2575,1644,10,221,2024-08-25,2024-09-03,Delivered,Standard,PO-384292,,Portal
8156,ORD-2023-008156,2060,1122,4342,6,200,2023-06-04,2023-06-11,Returned,Standard,PO-756909,,Account Team
8157,ORD-2025-008157,1631,2962,3430,10,80,2025-01-30,2025-02-11,Delivered,Standard,PO-454972,,Account Team
8158,ORD-2024-008158,695,1774,1460,11,141,2024-08-06,2024-08-12,In Transit,Standard,PO-707527,,Portal
8159,ORD-2025-008159,135,1723,283,8,176,2025-03-06,2025-03-14,Cancelled,Standard,PO-809938,,EDI
8160,ORD-2023-008160,1533,1200,3238,3,85,2023-07-10,2023-07-20,Delivered,Standard,PO-415275,,Portal
8161,ORD-2024-008161,1337,2175,2817,3,217,2024-09-14,2024-09-16,Delivered,Standard,PO-843720,,EDI
8162,ORD-2023-008162,1750,1394,3703,3,276,2023-04-02,2023-04-16,Delivered,Expedite,PO-854725,,Account Team
8163,ORD-2024-008163,782,1367,1628,7,18,2024-03-22,2024-03-26,Delivered,Standard,PO-228842,,Portal
8164,ORD-2025-008164,353,1934,765,9,158,2025-05-24,2025-06-07,Delivered,Expedite,PO-760813,,Portal
8165,ORD-2023-008165,2314,3657,4894,10,66,2023-09-12,2023-09-14,Delivered,standard ,PO-932761,,Manual Upload
8166,ORD-2023-008166,1005,1531,2122,7,237,2023-02-09,2023-02-23,In Transit,Standard,PO-108602,,Portal
8167,ORD-2026-008167,1745,2973,3691,2,171,2026-03-04,2026-03-17,Delivered,Standard,,,EDI
8168,ORD-2023-008168,1076,527,2260,1,21,2023-03-28,09/04/2023,Delivered,Standard,,,Portal
8169,ORD-2025-008169,2426,3257,5144,5,34,2025-07-25,2025-08-02,Delivered,Standard,PO-368424,,Portal
8170,ORD-2024-008170,2408,2182,5104,8,170,2024-10-21,2024-10-27,Open,Expedite,PO-920853,,EDI
8171,ORD-2024-008171,1269,1210,2673,7,237,2024-05-25,2024-06-05,Delivered,Standard,PO-769309,,Manual Upload
8172,ORD-2023-008172,2111,2315,4440,1,264,2023-11-03,2023-11-10,Returned,Standard,PO-963713,,Account Team
8173,ORD-2025-008173,1132,1700,2389,8,53,2025-04-29,2025-05-05,Open,Standard,PO-979847,,Portal
8174,ORD-2024-008174,562,2642,1196,10,158,2024-10-06, 2024-10-08 ,In Transit,standard ,PO-955509,,EDI
8175,ORD-2024-008175,292,3300,634,7,38,2024-05-14,2024-05-17,In Transit,Standard,PO-737145,,Portal
8176,ORD-2024-008176,1784,2400,3769,4,212,2024-04-10,2024-04-18,In Transit,Critical,,,Account Team
8177,ORD-2026-008177,1966,2084,4141,9,264,2026-02-11,2026-02-23,Open,Standard,PO-469316,,EDI
8178,ORD-2024-008178,1152,6,2429,11,284,2024-03-30,2024-04-13,Delivered,Standard,PO-684518,,Account Team
8179,ORD-2023-008179,1870,2034,3943,1,95,2023-07-30,2023-08-04,Delivered,Standard,PO-627875,,Portal
8180,ORD-2024-008180,269,2318,588,6,157,2024-07-21,2024-07-29,Returned,standard ,PO-500038,,Portal
8181,ORD-2023-008181,353,1934,765,9,305,2023-10-02,2023-10-08,Delivered,Standard,PO-889262,,Portal
8182,ORD-2023-008182,2215,1262,4668,3,170,2023-12-01,2023-12-16,Delivered,Expedite,PO-390346,,EDI
8183,ORD-2025-008183,1563,1687,3297,8,143,2025-09-09,2025-09-20,Delivered,Standard,PO-715762,,Account Team
8184,ORD-2024-008184,1561,599,3292,10,54,2024-08-19,2024-09-02,Delivered,Standard,PO-272256,,EDI
8185,ORD-2023-008185,2405,1763,5100,9,172,2023-07-22,2023-07-28,Delivered,Standard,PO-851182,,Manual Upload
8186,ORD-2023-008186,1820,1134,3842,9,66,2023-10-17,2023-11-01,Delivered,Standard,PO-701089,,EDI
8187,ORD-2024-008187,743,2898,1556,8,23,2024-08-04,2024-08-13,Delivered,Standard,PO-767739,,Portal
8188,ORD-2024-008188,1711,1196,3610,7,77,2024-04-18,2024-04-26,Delivered,Standard,PO-552795,,EDI
8189,ORD-2025-008189,2301,833,4860,6,59,2025-07-15,7/29/2025,Delivered,Standard,PO-640492,,Portal
8190,ORD-2024-008190,2341,3035,4952,6,297,2024-06-11,15/06/2024,Open,Expedite,,,Account Team
8191,ORD-2026-008191,135,1723,283,8,43,2026-03-08,2026-03-11,Open,Expedite,PO-206239,,Manual Upload
8192,ORD-2024-008192,442,1845,938,11,279,2024-10-31,2024-11-02,Delivered,Critical,PO-790349,,EDI
8193,ORD-2024-008193,1964,2631,4136,3,88,2024-12-16,2024-12-18,Delivered,Expedite,PO-507298,,Portal
8194,ORD-2025-008194,2085,113,4386,7,53,2025-05-19,2025-05-26,Delivered,Standard,PO-250509,,Portal
8195,ORD-2025-008195,1518,183,3202,1,176,2025-03-04,2025-03-10,Open,standard ,PO-811834,,Portal
8196,ORD-2025-008196,257,1646,563,1,283,2025-09-16,2025/09/30,delivered ,Standard,PO-190651,,Manual Upload
8197,ORD-2023-008197,1582,3012,3329,11,141,2023-05-26,2023-06-03,Open,Expedite,PO-567086,,EDI
8198,ORD-2023-008198,1872,1547,3947,8,49,2023-01-03,2023-01-10,Returned,Expedite,PO-949308,,EDI
8199,ORD-2026-008199,1417,2950,2991,1,275,2026-03-03,2026-03-14,In Transit,Standard,PO-986500,,EDI
8200,ORD-2023-008200,605,3086,1284,9,186,2023-12-16,2023/12/24,In Transit,Expedite,PO-124320,,EDI
8201,ORD-2023-008201,2415,2123,5117,4,166,2023-04-09,2023-04-22,Open,standard ,PO-562871,,Portal
8202,ORD-2023-008202,261,3246,570,9,111,2023-07-13,2023-07-17,delivered ,Standard,PO-521290,,EDI
8203,ORD-2023-008203,1912,1254,4026,4,111,2023-09-10,2023-09-17,Cancelled,Standard,PO-530434,Customer request,Account Team
8204,ORD-2025-008204,2327,2445,4920,6,95,2025-06-02,2025-06-15,In Transit,Expedite,PO-434294,,Portal
8205,ORD-2026-008205,2472,588,5251,6,200,2026-06-05,2026-06-21,Delivered,Expedite,PO-980374,,Account Team
8206,ORD-2023-008206,533,2026,1127,4,86,2023-08-04,2023-08-14,In Transit,Critical,PO-615802,,Portal
8207,ORD-2024-008207,889,739,1869,5,237,2024-09-06,2024-09-18,Open,Standard,PO-161556,,EDI
8208,ORD-2023-008208,578,1060,1232,6,92,2023-11-10,2023-11-21,Open,Standard,PO-556171,,Portal
8209,ORD-2025-008209,2473,2758,5254,8,47,2025-10-27,2025-10-30,Open,Standard,PO-981652,,EDI
8210,ORD-2023-008210,563,3378,1199,3,116,2023-04-07,4/23/2023,Open,Standard,PO-934921,,Manual Upload
8211,ORD-2025-008211,250,1702,551,9,194,2025-05-18,2025-06-01,Delivered,Critical,PO-471940,,Portal
8212,ORD-2024-008212,1039,1115,2187,6,23,2024-07-19,2024-07-25,Open,Standard,PO-258995,,Account Team
8213,ORD-2026-008213,1886,3562,3976,11,283,2026-04-12,2026-04-19,Open,Expedite,PO-363412,,EDI
8214,ORD-2024-008214,985,194,2080,7,9,2024-03-13,2024-03-19,delivered ,Standard,PO-675906,,EDI
8215,ORD-2024-008215,2265,418,4795,7,54,2024-10-24,2024-10-28,Open,Standard,PO-179951,,Account Team
8216,ORD-2025-008216,1670,821,3516,8,77,2025-08-19,2025-08-30,Cancelled,Standard,PO-870976,,Manual Upload
8217,ORD-2023-008217,1191,1381,2498,11,59,2023-01-04,2023-01-19,Delivered,Standard,PO-155438,,Manual Upload
8218,ORD-2026-008218,416,3013,892,8,271,2026-02-10,2026-02-19,Delivered,Standard,PO-858559,,Portal
8219,ORD-2025-008219,1675,119,3529,3,66,2025-07-01,2025-07-07,delivered ,Standard,,,EDI
8220,ORD-2023-008220,724,3427,1518,1,212,2023-10-29,2023-11-12,Delivered,Standard,PO-415909,,EDI
8221,ORD-2023-008221,1606,84,3380,9,237,2023-07-24,2023-07-26,Delivered,Standard,,,Portal
8222,ORD-2024-008222,1040,2053,2188,6,43,2024-03-15,2024-03-20,Delivered,Standard,,,Manual Upload
8223,ORD-2023-008223,1268,3352,2671,10,66,2023-07-29,2023-08-14,Delivered,standard ,PO-776154,,Account Team
8224,ORD-2025-008224,1790,2149,3777,2,101,2025-08-05,2025-08-12,Delivered,Standard,,,Manual Upload
8225,ORD-2023-008225,204,531,436,7,302,2023-06-24,2023-06-26,Delivered,Standard,PO-857787,,Portal
8226,ORD-2024-008226,1746,2386,3694,9,18,2024-01-20,2024-02-01,Delivered,Standard,PO-332083,,Account Team
8227,ORD-2023-008227,1894,3483,3991,5,17,2023-09-06,2023-09-10,Open,Standard,PO-733759,,EDI
8228,ORD-2023-008228,2359,2591,4987,7,9,2023-12-31,2024-01-14,Delivered,Standard,PO-109611,,Account Team
8229,ORD-2024-008229,359,1941,777,5,279,2024-07-31,2024-08-08,Cancelled,Standard,PO-462600,Credit hold,Portal
8230,ORD-2024-008230,764,1744,1593,7,54,2024-01-11,2024-01-22,Delivered,Standard,PO-955942,,Portal
8231,ORD-2023-008231,2150,276,4526,10,77,2023-10-29,2023-11-02,delivered ,Expedite,,,Account Team
8232,ORD-2025-008232,1515,1865,3194,6,166,2025-06-08,2025-06-13,Delivered,Standard,PO-439254,,Portal
8233,ORD-2023-008233,2281,3407,4825,9,100,2023-02-13,2023-02-15,Cancelled,standard ,PO-692447,Duplicate order,Manual Upload
8234,ORD-2024-008234,444,2755,941,2,86,2024-02-03,2024-02-12,Open,Standard,PO-390501,,Portal
8235,ORD-2024-008235,767,462,1597,1,284,2024-01-29,2/4/2024,delivered ,Critical,PO-380095,,Account Team
