customer_id,customer_code,legal_name,trading_name,customer_segment,industry,home_region_id,account_manager_id,primary_email,primary_phone,lifecycle_status,registered_on,credit_limit,tax_id,record_source
698,CUS-000698,Granite Beverage Holdings,Granite Beverage Holdings,Mid-Market,Food Distribution,4,22,avery@granitebeveragehol.example,727-732-9866,Inactive,2024-06-29,75000.00,68-3425770,CRM
699,CUS-000699,Crescent Laboratories Labs,Crescent Laboratories Labs,Startup,Cold-Chain Pharma,7,68,nina@crescentlaboratori.example,826-597-4352,Active,2024-12-02,50000.00,32-7994993,Trade Show Import
700,CUS-000700,Keystone Foods Logistics,Keystone Foods Logistics,Regional,Beverage Distribution,4,252,darren@keystonefoodslogis.example,838-328-3560,Prospect,2023-11-11,25000.00,37-1815402,CRM
701,CUS-000701,Lakeside Biologics Supply,Lakeside Biologics Supply,enterprise ,Cold-Chain Pharma,10,147,miles@lakesidebiologicss.example,971-421-2096,Prospect,2023-03-23,50000.00,64-3442206,CRM
702,CUS-000702,Oakmont Laboratories Distribution,Oakmont Laboratories Distribution,enterprise ,Food Distribution,10,26,mateo@oakmontlaboratorie.example,339-381-4157,At Risk,2025-09-18,75000.00,51-2317050,Legacy CRM
703,CUS-000703,Mosaic Pharma Distribution,Mosaic Pharma Dist.,Enterprise,Clinical Logistics,10,242,jonah@mosaicpharmadistri.example,464-701-5849,Active,2025-08-08,25000.00,83-5145966,Legacy CRM
704,CUS-000704,Forge Dairy Holdings,Forge Dairy Holdings,Startup,Clinical Logistics,7,121,talia@forgedairyholdings.example,509-481-1508,Active,2024-01-19,100000.00,67-6593860,Manual Entry
705,CUS-000705,Lantern Pharma Supply,Lantern Pharma Supply,Enterprise,Clinical Logistics,3,128,hugo@lanternpharmasuppl.example,386-249-2455,Prospect,2024-10-28,75000.00,87-2307641,CRM
706,CUS-000706,Keystone Pharma Foods,Keystone Pharma Foods,Startup,Beverage Distribution,3,267,ben@keystonepharmafood.example,600-935-4388,Active,2024-06-23,150000.00,70-8992576,CRM
707,CUS-000707,Harbor Floarl Logistics Group,Harbor Floral Logistics Group,Regional,Meal Kit Producer,2,240,nina@harborflorallogist.example,,Active,2023-04-07,250000.00,50-1901058,CRM
708,CUS-000708,Pioneer Laboratories Manufacturing,Pioneer Laboratories Mfg,Regional,Food Distribution,5,41,owen@pioneerlaboratorie.example,239-913-1723,Active,2023-11-28,150000.00,25-2096544,Legacy CRM
709,CUS-000709,Orchard Foods Holdings,Orchard Foods Holdings,Regional,Beverage Distribution,7,239,talia@orchardfoodsholdin.example,920-836-3126,Active,2025-08-06,100000.00,73-9233955,Manual Entry
710,CUS-000710,Lakeside Dairy Manufacturing,Lakeside Dairy Mfg,enterprise ,Specialty Grocery,2,273,ben@lakesidedairymanuf.example,200-741-7561,Active,2023-11-04,500000.00,27-2343727,CRM
711,CUS-000711,Cardinal Meal Systems Foods,Cardinal Meal Systems Foods,Mid-Market,Meal Kit Producer,6,74,darren@cardinalmealsystem.example,362-332-9609,Active,2023-04-29,25000.00,61-2673270,Legacy CRM
712,CUS-000712,Trinity Laboratories Manufacturing,Trinity Laboratories Manufacturing,Enterprise,Specialty Grocery,5,19,rafael@trinitylaboratorie.example,250-517-1244,Active,2023-11-28,250000.00,67-6124159,CRM
713,CUS-000713,Orchard Pet Nutrition Logistics,Orchard Pet Nutrition Logistics,Regional,Cold-Chain Pharma,4,74,lena@orchardpetnutritio.example,865-207-5654,Active,2024-07-10,25000.00,16-3877306,Manual Entry
714,CUS-000714,Granite Ingredients Partners,Granite Ingredients Partners,Mid-Market,Cold-Chain Pharma,2,278,jonah@graniteingredients.example,620-894-3009,Active,2025-01-14,50000.00,29-7217641,Trade Show Import
715,CUS-000715,Oakmont Laboratories Logistics,Oakmont Laboratories Logistics,enterprise ,Specialty Grocery,9,149,priya@oakmontlaboratorie.example,263-201-2010,Active,2025-05-23,75000.00,82-4030650,CRM
716,CUS-000716,Vantage Dairy Group,Vantage Dairy Group,Enterprise,Clinical Logistics,3,236,priya@vantagedairygroup.example,233-496-8600,Prospect,2023-07-14,75000.00,20-3309442,CRM
717,CUS-000717,Bulevale Cold Foods Co-op,Bluevale Cold Foods Co-op,Regional,Beverage Distribution,3,74,talia@bluevalecoldfoodsc.example,866-418-4988,Active,2024-06-07,75000.00,28-7359646,CRM
718,CUS-000718,Westline Laboratories Supply,Westline Laboratories Supply,Enterprise,Food Distribution,4,146,owen@westlinelaboratori.example,890-271-4504,Active,2024-08-09,25000.00,99-4351292,Manual Entry
719,CUS-000719,Meridian Foods Foods,Meridina Foods Foods,Mid-Market,Cold-Chain Pharma,7,267,,546-845-2338,Inactive,2023-06-04,150000.00,75-1678127,Manual Entry
720,CUS-000720,Oakmont Nutrition Supply,Oakmont Nutrition Supply,enterprise ,Food Distribution,2,192,elias@oakmontnutritionsu.example,953-848-5472,Active,2025-10-02,150000.00,PENDING,CRM
721,CUS-000721,Vantage Cold Foods Partners, Vantage Cold Foods Partners,Regional,Clinical Logistics,8,262,miles@vantagecoldfoodspa.example,866-432-7218,Active,2023-01-11,25000.00,10-9787235,Manual Entry
722,CUS-000722,Pioneer Pharma Co-op,Pioneer Pharma Co-op,Mid-Market,Specialty Grocery,9,245,priya@pioneerpharmacoop.example,N/A,Active,2025-09-10,500000.00,00-0000000,Legacy CRM
723,CUS-000723,Cardinal Dairy Labs,Cadrinal Dairy Labs,enterprise ,Specialty Grocery,8,273,jonah@cardinaldairylabs.example,856-689-5011,Inactive,2023-11-18,50000.00,14-2143500,Legacy CRM
724,CUS-000724,Kesytone Biologics Labs,Keystone Biologics Labs,Startup,Meal Kit Producer,1,289,keiko@keystonebiologicsl.example,933-763-1210,INACTIVE ,2025-01-15,250000.00,77-8799405,CRM
725,CUS-000725,Cardinal Biologics Group,Cardinal Biologics Group,Regional,Specialty Grocery,4,146,caleb@cardinalbiologicsg.example,760-909-7080,At Risk,2024-12-14,500000.00,12-5072839,Legacy CRM
726,CUS-000726,Granite Beverage Co-op,Granite Beverage Co-op,Regional,Beverage Distribution,5,51,zara@granitebeveragecoo.example,966-855-4802,Active,2025-03-15,75000.00,43-6218031,Manual Entry
727,CUS-000727,Brightwell Pet Nutrition Distribution,Brightwell Pet Nutrition Dist.,Startup,Clinical Logistics,1,74,darren@brightwellpetnutri.example,939-584-5667,At Risk,2025-07-27,50000.00,15-5054249,CRM
728,CUS-000728,Keystone Pharma Supply,Keystone Pharma Supply,enterprise ,Cold-Chain Pharma,1,22,keiko@keystonepharmasupp.example,248-361-9462,Inactive,2025-01-25,500000.00,44-4325075,Legacy CRM
729,CUS-000729,Aster Beverage Supply,Aster Beverage Supply,Enterprise,Clinical Logistics,1,22,elias@asterbeveragesuppl.example,634-807-1112,active,2025-09-06,250000.00,83-7489998,CRM
730,CUS-000730,Cardinal Dairy Co-op,Cardinal Dairy Co-op,Startup,Cold-Chain Pharma,6,106,darren@cardinaldairycoop.example,657-631-5561,At Risk,2024-12-11,25000.00,97-9595772,Legacy CRM
731,CUS-000731,Trinity Floral Logistics Logistics,Trinity Floral Logistics Logistics,enterprise ,Specialty Grocery,2,267,sofia@trinityflorallogis.example,838-560-6150,Active,2024-07-08,250000.00,99-3290523,Manual Entry
732,CUS-000732,Vantage Seafood Foods,Vantage Seafood Foods,Regional,Clinical Logistics,2,108,jonah@vantageseafoodfood.example,839-649-8632,Active,2023-11-02,150000.00,12-2453252,Manual Entry
733,CUS-000733,Northwind Meal Systems Co-op,Northwind Meal Systems Co-op,Enterprise,Clinical Logistics,3,240,elias@northwindmealsyste.example,400-264-8578,Inactive,2025-04-04,100000.00,65-6024688,Manual Entry
734,CUS-000734,Westline Specialty Produce Logistics,Westline Specialty Produce Logistics,Startup,Food Distribution,9,191,anika@westlinespecialtyp.example,206-544-4692,Active,2024-08-25,500000.00,43-9767602,CRM
735,CUS-000735,Cobalt Specialty Produce Manufacturing,Cobalt Specialty Produce Manufacturing,Startup,Meal Kit Producer,1,239,fatima@cobaltspecialtypro.example,627-388-3949,Active,2024-10-07,150000.00,37-6178806,CRM
736,CUS-000736,Forge Floral Logistics Manufacturing,Forge Floral Logistics Manufacturing,Regional,Meal Kit Producer,4,33,noah@forgeflorallogisti.example,325-569-1053,Prospect,2024-03-03,25000.00,25-8512752,CRM
737,CUS-000737,Crescent Pharma Co-op,Crescent Pharma Co-op,Enterprise,Beverage Distribution,3,105,talia@crescentpharmacoop.example,730-705-4473,Active,2024-04-10,75000.00,51-8507704,CRM
738,CUS-000738,Granite Cold Foods Partners,Granite Cold Foods Partners,enterprise ,Beverage Distribution,11,245,rafael@granitecoldfoodspa.example,792-776-5977,Inactive,2024-01-19,250000.00,62-4161036,CRM
739,CUS-000739,Brightwell Cold Foods Group,Brightwell Cold Foods Group,Enterprise,Clinical Logistics,6,280,ben@brightwellcoldfood.example,607-697-5018,Prospect,2024-04-07,100000.00,40-2314631,CRM
740,CUS-000740,Trinity Meal Systems Co-op,Trinity Meal Systems Co-op,enterprise ,Meal Kit Producer,10,41,talia@trinitymealsystems.example,270-206-9126,Active,2025-07-31,150000.00,72-3413540,CRM
741,CUS-000741,Lakeside Ingredients Partners,Lakeside Ingredients Partners,Enterprise,Food Distribution,10,140,noah@lakesideingredient.example,517-744-7824,Inactive,2023-02-08,500000.00,88-3178259,CRM
742,CUS-000742,Brightwell Laboratories Labs,Brightwell Laboratories Labs,enterprise ,Cold-Chain Pharma,4,201,zara@brightwelllaborato.example,260-482-3155,Active,2025-09-09,100000.00,79-7804696,Manual Entry
743,CUS-000743,Trinity Ingredients Distribution,Trinity Ingredients Distribution,enterprise ,Food Distribution,8,30,hugo@trinityingredients.example,747-954-2268,Inactive,2023-10-30,250000.00,90-6425096,Legacy CRM
744,CUS-000744,Harbor Seafood Labs,Harbor Seafood Labs,Startup,Beverage Distribution,2,121,maya@harborseafoodlabs.example,329-513-6644,Active,2024-08-24,50000.00,62-8472216,CRM
745,CUS-000745,Crown Pet Nutrition Manufacturing,Crown Pet Nutrition Manufacturing,Startup,Food Distribution,3,234,owen@crownpetnutritionm.example,(552) 964-6202,Active,2023-08-21,25000.00,60-6625139,CRM
746,CUS-000746,Mosaic Foods Supply,Mosaic Foods Supply,enterprise ,Clinical Logistics,11,119,sofia@mosaicfoodssupply.example,348-975-3935,active,2024-04-20,500000.00,89-8715333,Legacy CRM
747,CUS-000747,Lakeside Cold Foods Holdings,Lakeside Cold Foods Holdings,Enterprise,Food Distribution,5,12,darren@lakesidecoldfoodsh.example,787-287-2298,active,2024-07-18,500000.00,13-3890585,Legacy CRM
748,CUS-000748,Pioneer Foods Logistics,Pioneer Foods Logistics,enterprise ,Food Distribution,1,310,mateo@pioneerfoodslogist.example,536-723-9527,At Risk,2024-07-20,250000.00,15-6692459,Trade Show Import
749,CUS-000749,Meridian Dairy Distribution,Meridian Dairy Distribution,Regional,Beverage Distribution,6,295,talia@meridiandairydistr.example,327-616-5216,Active,2023-10-12,50000.00,71-1648564,CRM
750,CUS-000750,Westline Foods Foods,Westline Foods Foods,Startup,Clinical Logistics,4,290,jonah@westlinefoodsfoods.example,854-821-9667,At Risk,2025-08-26,50000.00,88-7487870,Legacy CRM
751,CUS-000751,Briar Biologics Partners,briar biologics partners,enterprise ,Specialty Grocery,7,60,talia@briarbiologicspart.example,602-494-5409,Prospect,2024-12-30,150000.00,47-3281946,Legacy CRM
752,CUS-000752,Norhtwind Ingredients Foods,Northwind Ingredients Foods,enterprise ,Cold-Chain Pharma,8,51,priya@northwindingredien.example,573-493-3938,Active,2025-08-19,500000.00,45-9364174,CRM
753,CUS-000753,Riverbend Nutrition Supply,Riverbend Nutrition Supply ,Startup,Cold-Chain Pharma,6,121,rina@riverbendnutrition.example,208-460-6376,Active,2023-11-23,25000.00, ,Manual Entry
754,CUS-000754,Meridian Pharma Group,Meridian Pharma Group,enterprise ,Cold-Chain Pharma,7,147,avery@meridianpharmagrou.example,580-765-1075,Active,2024-03-20,25000.00,34-2822525,CRM
755,CUS-000755,Meridian Dairy Distribution,Meridian Dairy Dist.,Regional,Specialty Grocery,1,269,talia@meridiandairydistr.example,659-895-8702,Active,2025-03-16,250000.00,30-5340606,Trade Show Import
756,CUS-000756,Riverbend Cold Foods Holdings,Riverbend Cold Foods Holdings,Enterprise,Clinical Logistics,8,278,elias@riverbendcoldfoods.example,618-758-1065,At Risk,2024-07-04,50000.00,18-6406459,Legacy CRM
757,CUS-000757,Northwind Laboratories Group,Northwind Laboratories Group,Mid-Market,Specialty Grocery,1,105,caleb@northwindlaborator.example,679-289-7739,Inactive,2025-02-25,50000.00,38-7223824,CRM
758,CUS-000758,Cobalt Pet Nutrition Manufacturing,Cobalt Pet Nutrition Manufacturing,Regional,Clinical Logistics,10,226,keiko@cobaltpetnutrition.example,595-446-5750,Active,2023-10-19,100000.00,80-6177027,Legacy CRM
759,CUS-000759,Orchard Biologics Partners,Orchard Biologics Partners,Enterprise,Beverage Distribution,5,146,talia@orchardbiologicspa.example,733-478-9239,Active,2024-10-22,250000.00,46-8362557,CRM
760,CUS-000760,Trinity Seafood Co-op,Trinity Seafood Co-op,Enterprise,Clinical Logistics,5,106,hugo@trinityseafoodcoop.example,508-418-4325,Active,2025-02-13,50000.00,71-3025196,CRM
761,CUS-000761,Keystone Laboratories Co-op,Keystone Laboratories Co-op,Mid-Market,Specialty Grocery,3,94,owen@keystonelaboratori.example,777-332-7612,Active,2023-04-14,75000.00,16-2143703,CRM
762,CUS-000762,Keystone Dairy Manufacturing,Keystone Dairy Manufacturing,Mid-Market,Beverage Distribution,8,218,owen@keystonedairymanuf.example,966-887-1887,Inactive,2024-05-28,75000.00,67-2308573,CRM
763,CUS-000763,Crescent Dairy Co-op,Crescent Dairy Co-op,Regional,Cold-Chain Pharma,5,249,anika@crescentdairycoop.example,522-947-5336,Active,2025-01-21,100000.00, ,CRM
764,CUS-000764,Pioneer Laboratories Group,Pioneer Laboratories Group,Enterprise,Specialty Grocery,10,69,talia@pioneerlaboratorie.example,772-473-4809,Active,2024-09-20,250000.00,24-3932537,CRM
765,CUS-000765,Meridian Dairy Distribution,Meridian Dairy Distribution,Startup,Specialty Grocery,9,83,fatima@meridiandairydistr.example,580-626-5055,At Risk,2023-02-19,250000.00,61-7013630,CRM
766,CUS-000766,Briar Specialty Produce Supply,Briar Specialty Produce Supply,Startup,Clinical Logistics,11,290,miles@briarspecialtyprod.example,498-580-7476,Active,2023-09-10,50000.00,34-3401400,CRM
767,CUS-000767,Aster Seafood Group,Aster Seafood Group,Enterprise,Meal Kit Producer,1,83,darren@asterseafoodgroup.example,353-946-8938,Prospect,2023-02-23,250000.00,59-3897393,CRM
768,CUS-000768,Solace Floral Logistics Supply,Solace Floral Logistics Supply,enterprise ,Clinical Logistics,8,119,caleb@solaceflorallogist.example,801-537-8434,At Risk,2024-12-27,50000.00,81-3431384,CRM
769,CUS-000769,Trinity Biologics Foods,Trinity Biologics Foods,Startup,Beverage Distribution,6,119,elias@trinitybiologicsfo.example,373.614.7490,At Risk,2023-04-06,150000.00,21-5563992,Legacy CRM
770,CUS-000770,Forge Laboratories Foods,Forge Laboratories Foods,Mid-Market,Food Distribution,1,296,sofia@forgelaboratoriesf.example,791-364-1543,Active,2023-08-31,150000.00,53-6442908,Manual Entry
771,CUS-000771,Forge Seafood Group,Forge Seafood Group,enterprise ,Clinical Logistics,7,108,ben@forgeseafoodgroup.example,309-530-5763,Active,2023-03-22,500000.00,45-5124777,CRM
772,CUS-000772,Lantern Ingredients Partners,Lantern Ingredients Partners,enterprise ,Beverage Distribution,1,94,darren@lanterningredients.example,900-700-6787,Active,2025-05-23,500000.00,35-3437445,CRM
773,CUS-000773,Ardent Laboratories Supply,Ardent Laboratories Supply,Regional,Cold-Chain Pharma,3,69,zara@ardentlaboratories.example,N/A,Active,2023-08-19,75000.00,22-6339550,Manual Entry
774,CUS-000774,Lakeside Nutrition Holdings,Lakeside Nutrition Holdings,Enterprise,Clinical Logistics,1,108,ben.lakesidenutritionh.example,851-231-9954,Inactive,2025-05-11,150000.00,10-1050561,Legacy CRM
775,CUS-000775,Lantern Meal Systems Manufacturing,Lantern Meal Systems Manufacturing,Startup,Food Distribution,1,249,sofia@lanternmealsystems.example,325-594-7462,At Risk,2023-12-23,75000.00,71-1022847,CRM
776,CUS-000776,Northwind Nutrition Logistics,Northwind Nutrition Logistics,Mid-Market,Specialty Grocery,7,30,darren@northwindnutrition.example,817-876-1223,INACTIVE ,2023-02-05,100000.00,50-2972254,Legacy CRM
777,CUS-000777,Westline Beverage Group,Westline Beverage Group,Startup,Cold-Chain Pharma,2,19,anika@westlinebeveragegr.example,868-466-9266,active,2024-01-02,25000.00,58-4552152,Manual Entry
778,CUS-000778,Northwind Floral Logistics Partners,Northwind Floral Logistics Partners,Regional,Specialty Grocery,3,41,zara@northwindflorallog.example,372-977-5055,Active,2024-09-30,250000.00,20-3076982,Legacy CRM
779,CUS-000779,Cedar Pharma Logistics,Cedar Pharma Logistics,Enterprise,Specialty Grocery,9,234,hugo@cedarpharmalogisti.example,935-731-1396,Active,2023-05-08,250000.00,48-4405899,CRM
780,CUS-000780,Meridian Biologics Partners,Meridian Biologics Partners,Startup,Clinical Logistics,4,220,caleb@meridianbiologicsp.example,211-972-3814,Active,2023-01-24,75000.00,60-3468104,Manual Entry
781,CUS-000781,Everfield Floral Logistics Group,Everfield Floral Logistics Group,Mid-Market,Cold-Chain Pharma,9,121,talia@everfieldflorallog.example,310-236-1756,Inactive,2024-09-01,75000.00,27-1968521,Trade Show Import
782,CUS-000782,Crescent Beverage Distribution,Crescent Beverage Distribution,Regional,Cold-Chain Pharma,7,296,priya@crescentbeveragedi.example,898-846-8027,Inactive,2023-09-22,150000.00,99-2737141,Manual Entry
783,CUS-000783,Trinity Nutrition Partners,Trinity Nutrition Partners,Startup,Specialty Grocery,6,245,fatima@trinitynutritionpa.example,7433829757,Active,2024-10-28,100000.00,27-7700122,Legacy CRM
784,CUS-000784,Orchard Pharma Distribution,Orchard Pharma Distribution,Regional,Food Distribution,9,156,caleb@orchardpharmadistr.example,456-604-1069,At Risk,2024-08-14,75000.00,52-3633650,CRM
785,CUS-000785,Granite Beverage Supply,Granite Beverage Supply,Enterprise,Clinical Logistics,3,22,avery@granitebeveragesup.example,261-833-3304,Prospect,2025-10-10,150000.00,68-9043028,CRM
786,CUS-000786,Crown Floral Logistics Partners,crown floral logistics partners,Enterprise,Meal Kit Producer,9,41,elias@crownflorallogisti.example,394-592-7244,Active,2023-01-28,250000.00,92-1422693,CRM
787,CUS-000787,Meridian Beverage Logistics,Meridian Beverage Logistics,enterprise ,Cold-Chain Pharma,2,41,jonah@meridianbeveragelo.example,844-885-3421,Active,2024-03-25,100000.00,34-7883624,Trade Show Import
788,CUS-000788,Oakmont Meal Systems Manufacturing,Oakmont Meal Systems Manufacturing ,enterprise ,Clinical Logistics,3,278,talia@oakmontmealsystems.example,673-708-2597,At Risk,2025-03-22,25000.00,18-3536509,Manual Entry
789,CUS-000789,Helix Cold Foods Co-op,Helix Cold Foods Co-op,enterprise ,Cold-Chain Pharma,6,60,mateo@helixcoldfoodscoop.example,497-381-3677,At Risk,2023-10-26,25000.00,73-6694928,CRM
790,CUS-000790,Oakmont Beverage Foods,Oakmont Beverage Foods,Startup,Food Distribution,10,106,hugo@oakmontbeveragefoo.example,566-838-3330,Active,2025-07-18,75000.00,88-3287404,CRM
791,CUS-000791,Crown Dairy Labs,Crown Dairy Labs,Enterprise,Beverage Distribution,3,289,mateo@crowndairylabs.example,756-290-6279,Inactive,2023-12-20,50000.00,57-3202702,Legacy CRM
792,CUS-000792,Harbor Ingredients Manufacturing,Harbor Ingredients Mfg,Regional,Beverage Distribution,6,147,zara@harboringredientsm.example,666-502-7303,Active,2023-01-20,75000.00,57-7902582,CRM
793,CUS-000793,Granite Nutrition Distribution,Granite Nutrition Distribution,Mid-Market,Specialty Grocery,6,140,zara@granitenutritiondi.example,214-424-5921,Active,2025-08-08,100000.00,62-2529947,CRM
794,CUS-000794,Granite Biologics Labs,Granite Biologics Labs,Startup,Cold-Chain Pharma,6,218,iris@granitebiologicsla.example,832-509-7852,Active,2023-04-01,500000.00,41-6851195,CRM
795,CUS-000795,Vantage Seafood Partners,Vantage Seafood Partners,Startup,Clinical Logistics,6,267,keiko@vantageseafoodpart.example,333-982-6046,Active,2024-06-25,100000.00,83-3300497,Manual Entry
796,CUS-000796,Everfield Specialty Produce Manufacturing,Everfield Specialty Produce Manufacturing,Mid-Market,Cold-Chain Pharma,1,201,jonah@everfieldspecialty.example,392-269-5816,Inactive,2024-07-10,25000.00,55-7761853,Trade Show Import
797,CUS-000797,Orchard Foods Co-op,Orchard Foods Co-op,Regional,Beverage Distribution,5,51,fatima@orchardfoodscoop.example,278-587-7027,Active,2025-09-05,75000.00,60-4634439,Legacy CRM
798,CUS-000798,Cedar Nutrition Labs,Cedar Nutrition Labs,Startup,Clinical Logistics,8,296,elias@cedarnutritionlabs.example,529-577-6436,At Risk,2023-11-27,75000.00,72-3175860,CRM
799,CUS-000799,Crescent Seafood Distribution,Crescent Seafood Distribution,enterprise ,Specialty Grocery,11,242,talia@crescentseafooddis.example,471-832-5722,Active,2023-05-26,25000.00,55-4735460,Manual Entry
800,CUS-000800,Vantage Dairy Group,Vantage Dairy Group,Startup,Beverage Distribution,1,156,nina.vantagedairygroup.example,734-722-1774,Active,2024-08-21,150000.00,18-9189758,CRM
801,CUS-000801,Oakmont Biologics Supply,Oakmont Biologics Supply,Mid-Market,Meal Kit Producer,5,19,sofia@oakmontbiologicssu.example,233-312-8943,At Risk,2023-11-29,250000.00,21-7599684,CRM
802,CUS-000802,Aster Biologics Co-op,ASTER BIOLOGICS CO-OP,enterprise ,Food Distribution,8,242,darren@asterbiologicscoop.example,271-237-7585,Active,2024-03-17,50000.00,90-4391982,Trade Show Import
803,CUS-000803,Crescent Foods Co-op,Crescent Foods Co-op,enterprise ,Meal Kit Producer,4,14,caleb@crescentfoodscoop.example,880-291-3442,Active,2023-07-23,250000.00,34-1392174,CRM
804,CUS-000804,Harbor Ingredients Supply,Harbor Ingredients Supply,Enterprise,Specialty Grocery,2,105,hugo@harboringredientss.example,605-729-9614,Prospect,2025-10-17,250000.00,11-6211310,Legacy CRM
805,CUS-000805,Cardinal Nutrition Logistics,Cardinal Nutrition Logistics,Mid-Market,Cold-Chain Pharma,7,192,hugo.cardinalnutritionl.example,892-666-1009,Active,2024-02-11,150000.00,33-6651913,CRM
806,CUS-000806,Oakmont Foods Holdings,Oakmont Foods Holdings,Enterprise,Cold-Chain Pharma,9,240,priya@oakmontfoodsholdin.example,675-467-3670,Active,2023-10-30,25000.00,46-5815724,Legacy CRM
807,CUS-000807,Harbor Pharma Group,Harbor Pharma Group,Enterprise,Clinical Logistics,9,82,maya@harborpharmagroup.example,470-581-7319,At Risk,2025-07-31,25000.00,45-6241619,Manual Entry
808,CUS-000808,Forge Laboratories Supply,Forge Laboratories Supply,Enterprise,Beverage Distribution,2,262,fatima@forgelaboratoriess.example,562-772-81,Active,2024-12-15,250000.00,73-9357452,CRM
809,CUS-000809,Forge Cold Foods Group,Forge Cold Foods Group,Startup,Specialty Grocery,8,146,rafael@forgecoldfoodsgrou.example,314-727-7111,Active,2024-05-13,250000.00, ,Legacy CRM
810,CUS-000810,Riverbend Cold Foods Foods,Riverbend Cold Foods Foods,Startup,Clinical Logistics,11,289,mateo@riverbendcoldfoods.example,575-523-2931,Inactive,2024-10-16,250000.00,13-2254162,Legacy CRM
811,CUS-000811,Westline Foods Manufacturing,Westline Foods Manufacturing,Startup,Cold-Chain Pharma,3,179,elias@westlinefoodsmanuf.example ,(790) 254-5703,Active,2024-08-08,25000.00,48-1212393,CRM
812,CUS-000812,Trinity Cold Foods Holdings, Trinity Cold Foods Holdings,enterprise ,Clinical Logistics,5,262,avery@trinitycoldfoodsho.example,567-574-1860,Active,2025-06-26,250000.00,47-3159316,CRM
813,CUS-000813,Cedar Ingredients Manufacturing,Cedar Ingredients Manufacturing,Enterprise,Beverage Distribution,1,7,iris@cedaringredientsma.example,873-428-9363,Active,2025-08-03,150000.00,57-8770988,Legacy CRM
814,CUS-000814,Bluevale Floral Logistics Group,Bluevale Floral Logistics Group,Mid-Market,Beverage Distribution,9,201,iris@bluevaleflorallogi.example,941-422-4845,Active,2025-08-04,500000.00,42-7324538,CRM
815,CUS-000815,Crescent Meal Systems Group,Crescent Meal Systems Group,Mid-Market,Meal Kit Producer,7,245,miles@crescentmealsystem.example,208-697-5653,Active,2024-10-03,100000.00,10-2232042,Legacy CRM
816,CUS-000816,Summit Biologics Co-op,Summit Biologics Co-op,Enterprise,Food Distribution,7,51,lena@summitbiologicscoo.example,773-467-5761,Prospect,2023-01-26,250000.00,89-6928952,Legacy CRM
817,CUS-000817,Briar Laboratories Manufacturing,Briar Laboratories Mfg,Startup,Clinical Logistics,1,258,noah@briarlaboratoriesm.example,410-379-1867,At Risk,2024-05-23,500000.00,30-8794683,CRM
818,CUS-000818,Westline Meal Systems Manufacturing,Westline Meal Systems Manufacturing,enterprise ,Cold-Chain Pharma,2,165,jonah@westlinemealsystem.example,432-875-2275,Active,2024-10-30,150000.00,95-4736960,Manual Entry
819,CUS-000819,Cardinal Floral Logistics Partners,Cardinal Floral Logistics Partners,Mid-Market,Beverage Distribution,11,83,darren@cardinalflorallogi.example,704-544-6135,Active,2023-10-16,50000.00,94-4710194,CRM
820,CUS-000820,Solace Ingredients Labs,Solace Ingredients Labs,Enterprise,Specialty Grocery,6,296,jonah@solaceingredientsl.example,685-484-8544,Active,2024-05-14,250000.00,24-6961597,Trade Show Import
821,CUS-000821,Harbor Ingredients Supply,Harbor Ingredients Supply,Regional,Meal Kit Producer,5,147,anika@harboringredientss.example,,Active,2025-08-05,150000.00,98-5602618,Legacy CRM
822,CUS-000822,Riverbend Laboratories Labs,Riverbend Laboratories Labs,enterprise ,Cold-Chain Pharma,6,242,jonah@riverbendlaborator.example,607-228-3072,Active,2023-07-11,150000.00,36-5320239,Manual Entry
823,CUS-000823,Forge Pet Nutrition Supply,Forge Pet Nutrition Supply,Mid-Market,Clinical Logistics,4,241,iris@forgepetnutritions.example,286-418-1981,Active,2023-10-24,250000.00,48-7854557,CRM
824,CUS-000824,Cobalt Biologics Labs,Cobalt Biologics Labs,Enterprise,Meal Kit Producer,11,252,lena@cobaltbiologicslab.example,520-792-7795,Inactive,2024-01-30,25000.00,53-2093385,CRM
825,CUS-000825,Helix Biologics Manufacturing,Helix Biologics Mfg,Regional,Beverage Distribution,10,7,anika@helixbiologicsmanu.example,934-448-3834,Active,2025-05-16,500000.00,28-1879469,Manual Entry
826,CUS-000826,Keystone Floral Logistics Distribution,Keystone Floral Logistics Distribution,Regional,Specialty Grocery,11,152,avery@keystoneflorallogi.example,328-375-2016,At Risk,2024-12-12,500000.00,89-5751580,Manual Entry
827,CUS-000827,Solace Pet Nutrition Labs,Solace Pet Nutrition Labs,Startup,Clinical Logistics,8,262,priya@solacepetnutrition.example,939-337-8814,Active,2023-01-28,50000.00,59-8481572,Legacy CRM
828,CUS-000828,Keystone Pet Nutrition Partners,Keystone Pet Nutrition Partners,Mid-Market,Specialty Grocery,3,289,caleb@keystonepetnutriti.example,369-879-2914,Inactive,2023-07-28,50000.00,26-8421705,CRM
829,CUS-000829,Helix Meal Systems Foods,Helix Meal Systems Foods ,Regional,Cold-Chain Pharma,5,267,jonah@helixmealsystemsfo.example,620-309-7160,Active,2025-05-30,100000.00,,Trade Show Import
830,CUS-000830,Cedar Nutrition Logistics,Cedar Nutrition Logistics,Regional,Clinical Logistics,2,231,noah@cedarnutritionlogi.example,838-690-2217,Active,2025-04-09,50000.00,42-6100686,Trade Show Import
