shipment_id,shipment_number,order_id,carrier_supplier_id,origin_region_id,destination_region_id,coordinator_employee_id,shipment_status,dispatch_date,scheduled_arrival_date,actual_arrival_date,tracking_reference,freight_cost,damage_units,temperature_excursion_flag
7769,SHP-2023-0007769,7690,10,3,5,132,Delivered,2023-06-16,2023-06-23,2023-06-29,TRK-72384826,820.59,0,False
7770,SHP-2025-0007770,7691,85,10,10,29,Delivered,2025-01-05,2025-01-12,2025-01-14,RLX-93602785,663.70,0,False
7771,SHP-2023-0007771,7692,33,9,9,132,Delivered,2023-09-02,2023-09-07,2023-09-07,TRK-24663703,488.94,0,False
7772,SHP-2025-0007772,7693,91,6,8,2,"('In Transit', None)",2025-09-15,2025-09-23,,RLX-76086558,176.87,0,False
7773,SHP-2026-0007773,7695,74,9,9,305,"('Booked', None)",2026-05-19,2026-05-23,,RLX-24174279,1592.49,0,False
7774,SHP-2024-0007774,7696,80,6,11,304,Delivered,2024-06-02,2024-06-09,2024-06-11,,683.69,0,False
7775,SHP-2026-0007775,7697,84,8,8,288,Delivered,2026-05-20,2026-05-24,2026-05-24,RLX-38292368,331.53,0,False
7776,SHP-2023-0007776,7698,46,4,7,167,Delivered,2023-07-03,2023-07-11,2023-07-10,COLD-95177239,603.95,0,False
7777,SHP-2023-0007777,7698,1,4,4,73,Delivered,2023-07-04,2023-07-08,2023-07-09,COLD-74012518,476.02,0,False
7778,SHP-2024-0007778,7699,18,6,4,297,Delivered,2024-04-09,2024-04-15,2024-04-20,RLX-24621695,901.54,0,False
7779,SHP-2024-0007779,7700,1,11,11,132,"('Exception', None)",2024-11-28,2024-12-05,,COLD-83628504,1153.38,0,False
7780,SHP-2024-0007780,7702,84,6,2,100,Delivered,2024-04-17,2024-04-20,2024-04-21,TRK-67904257,297.52,0,False
7781,SHP-2024-0007781,7703,10,10,10,286,"('In Transit', None)",2024-03-23,2024-03-28,,TRK-40121994,1577.15,0,False
7782,SHP-2023-0007782,7704,80,11,11,227,Delivered,2023-01-13,2023-01-20,2023-01-19,TRK-29997671,573.34,0,False
7783,SHP-2025-0007783,7705,3,8,8,53,Delivered,2025-06-05,2025-06-07,2025-06-06,,480.30,0,False
7784,SHP-2024-0007784,7706,74,7,2,18,Delivered,2024-12-09,2024-12-15,2024-12-14,TRK-20688529,491.94,0,True
7785,SHP-2026-0007785,7708,36,5,5,54,Delivered,2026-01-27,2026-01-29,2026-01-29,COLD-59331779,701.67,0,False
7786,SHP-2023-0007786,7709,10,3,2,217,Delivered,2023-03-28,2023-03-30,2023-04-07,RLX-85140229,404.48,4,False
7787,SHP-2024-0007787,7711,27,5,3,124,"('Booked', None)",2024-12-01,2024-12-04,,FRT-67313900,934.94,3,False
7788,SHP-2024-0007788,7712,91,9,3,116,Delivered,2024-11-23,2024-12-02,2024-12-03,FRT-62347482,1234.79,2,False
7789,SHP-2025-0007789,7714,60,2,2,27,"('In Transit', None)",2025-04-12,2025-04-21,,RLX-77128622,930.26,0,False
7790,SHP-2023-0007790,7715,33,5,5,77,Delivered,2023-09-24,2023-09-28,2023-09-29,RLX-29105669,669.88,0,False
7791,SHP-2023-0007791,7716,84,3,7,176,Delivered,2023-07-27,2023-08-03,2023-08-11,COLD-78768680,119.83,0,False
7792,SHP-2025-0007792,7717,85,4,8,70,"('Exception', None)",2025-04-05,2025-04-08,,TRK-82514592,663.34,0,False
7793,SHP-2025-0007793,7718,33,6,6,217,Delivered,2025-04-02,2025-04-11,2025-04-12,TRK-99451926,937.50,0,False
7794,SHP-2025-0007794,7719,46,7,7,111,"('Booked', None)",2025-11-29,2025-11-30,,FRT-44238753,242.56,0,False
7795,SHP-2025-0007795,7719,74,7,1,54,Delivered,2025-11-28,2025-12-07,2025-12-08,FRT-30063356,594.00,0,False
7796,SHP-2024-0007796,7720,90,4,4,150,"('In Transit', None)",2024-10-01,2024-10-06,,RLX-28843881,431.41,0,False
7797,SHP-2025-0007797,7721,91,10,10,217,Delivered,2025-05-04,2025-05-06,2025-05-08,COLD-65325256,1610.27,3,False
7798,SHP-2026-0007798,7722,71,6,9,157,Delivered,2026-06-04,2026-06-11,2026-06-12,FRT-85115838,605.89,0,False
7799,SHP-2026-0007799,7722,30,6,6,124,Delivered,2026-06-03,2026-06-04,2026-06-04,TRK-12055687,34.56,6,False
7800,SHP-2026-0007800,7723,30,10,10,235,Delivered,2026-02-19,2026-02-27,2026-02-27,RLX-20604404,1441.99,0,False
7801,SHP-2023-0007801,7724,26,3,3,18,"('Booked', None)",2023-03-26,2023-03-27,,COLD-18790610,461.69,0,False
7802,SHP-2023-0007802,7725,68,10,10,34,Delivered,2023-10-06,2023-10-08,2023-10-20,COLD-54784584,928.81,0,False
7803,SHP-2023-0007803,7725,71,10,10,21,"('Booked', None)",2023-10-07,2023-10-10,,RLX-84664769,1738.80,0,False
7804,SHP-2023-0007804,7726,30,5,5,188,"('In Transit', None)",2023-10-17,2023-10-20,,RLX-69742986,851.24,0,False
7805,SHP-2023-0007805,7728,90,6,5,283,Delivered,2023-01-21,2023-01-23,2023-02-01,TRK-72447121,536.30,5,False
7806,SHP-2023-0007806,7729,30,3,3,77,Delivered,2023-08-11,2023-08-12,2023-08-13,RLX-79906797,250.59,0,False
7807,SHP-2025-0007807,7730,12,3,3,297,Delivered,2025-12-27,2025-12-28,2025-12-30,COLD-23283013,821.72,0,False
7808,SHP-2025-0007808,7731,74,9,5,170,Delivered,2025-06-12,2025-06-17,2025-06-16,RLX-26387929,1153.13,0,False
7809,SHP-2024-0007809,7732,36,5,5,87,Delivered,2024-12-27,2025-01-02,2025-01-03,RLX-63195297,688.22,0,False
7810,SHP-2025-0007810,7733,26,11,4,141,Delivered,2025-11-07,2025-11-08,2025-11-08,TRK-50480438,1752.72,0,False
7811,SHP-2025-0007811,7734,26,10,8,92,Delivered,2025-10-20,2025-10-23,2025-10-25,COLD-25186150,1226.54,0,False
7812,SHP-2025-0007812,7735,62,9,9,38,Delivered,2025-09-28,2025-10-02,2025-10-08,FRT-16539167,775.77,0,False
7813,SHP-2025-0007813,7736,40,11,11,194,Delivered,2025-07-15,2025-07-18,2025-07-18,RLX-97047272,525.77,0,False
7814,SHP-2025-0007814,7736,90,11,6,34,"('Booked', None)",2025-07-14,2025-07-19,,RLX-30687531,255.72,0,False
7815,SHP-2024-0007815,7737,9,4,4,23,Delivered,2024-11-15,2024-11-24,2024-11-25,COLD-36609752,479.68,0,False
7816,SHP-2023-0007816,7738,12,5,6,304,"('In Transit', None)",2023-01-06,2023-01-09,,,345.59,0,False
7817,SHP-2024-0007817,7739,68,5,4,95,"('Booked', None)",2024-05-09,2024-05-10,,COLD-16571999,294.57,0,False
7818,SHP-2026-0007818,7740,85,3,3,116,Delivered,2026-04-06,2026-04-15,2026-04-16,FRT-94348026,523.19,0,False
7819,SHP-2025-0007819,7741,46,4,9,88,"('Booked', None)",2025-04-17,2025-04-23,,RLX-17099873,527.54,2,True
7820,SHP-2026-0007820,7742,69,10,10,177,"('Exception', None)",2026-05-26,2026-05-28,,COLD-89127463,389.16,0,False
7821,SHP-2023-0007821,7743,62,5,1,66,Delivered,2023-06-10,2023-06-13,2023-06-15,COLD-86375249,298.24,0,False
7822,SHP-2023-0007822,7743,27,5,1,124,Delivered,2023-06-11,2023-06-19,2023-06-18,FRT-53575531,350.92,0,False
7823,SHP-2025-0007823,7744,3,9,9,132,"('In Transit', None)",2025-02-06,2025-02-07,,RLX-47573843,441.23,0,False
7824,SHP-2025-0007824,7745,12,9,9,167,"('Exception', None)",2025-06-11,2025-06-13,,RLX-48193205,867.07,0,True
7825,SHP-2025-0007825,7747,74,11,9,59,Delivered,2025-12-18,2025-12-21,2025-12-23,,1491.82,0,False
7826,SHP-2025-0007826,7748,10,1,1,170,Delivered,2025-06-14,2025-06-22,2025-06-23,,885.35,0,False
7827,SHP-2025-0007827,7749,40,8,8,237,Delivered ,2025-06-13,2025-06-17,2025-06-19,FRT-77657953,772.63,0,False
7828,SHP-2023-0007828,7750,30,4,4,171,Delivered,2023-01-11,2023-01-18,2023-01-18,RLX-64829929,258.29,0,False
7829,SHP-2023-0007829,7751,9,5,4,80,Delivered,2023-02-26,2023-03-04,2023-03-03,FRT-83439226,687.13,0,False
7830,SHP-2023-0007830,7753,55,7,1,23,Delivered,2023-10-27,2023-11-04,2023-11-06,TRK-16055345,721.69,0,False
7831,SHP-2025-0007831,7754,55,4,11,141,Delivered,2025-07-10,2025-07-18,2025-07-20,RLX-67870833,211.55,0,False
7832,SHP-2024-0007832,7755,10,5,5,49,"('In Transit', None)",2024-11-08,2024-11-10,,RLX-72589720,467.63,5,False
7833,SHP-2024-0007833,7756,62,8,11,221,Delivered,2024-07-25,2024-07-31,2024-08-08,FRT-65281242,331.55,1,True
7834,SHP-2026-0007834,7757,3,8,8,59,Delivered,2026-01-22,2026-01-30,2026-02-01,COLD-19139817,474.74,0,False
7835,SHP-2024-0007835,7759,1,9,11,207,Delivered,2024-01-29,2024-02-04,2024-02-05,COLD-86259675,1565.50,0,False
7836,SHP-2023-0007836,7761,35,1,2,70,Delivered ,2023-05-03,2023-05-12,2023-05-11,FRT-87108684,333.63,0,False
7837,SHP-2024-0007837,7762,9,9,9,172,"('In Transit', None)",2024-11-16,2024-11-21,,RLX-16745795,672.69,0,False
7838,SHP-2024-0007838,7763,3,2,2,264,"('Booked', None)",2024-07-08,2024-07-13,,TRK-30331604,695.10,0,False
7839,SHP-2024-0007839,7764,12,6,2,65,Delivered,2024-08-09,2024-08-13,2024-08-14,COLD-99406916,745.24,0,False
7840,SHP-2025-0007840,7765,33,1,10,194,"('Booked', None)",2025-09-11,2025-09-19,,TRK-83860567,238.93,0,False
7841,SHP-2026-0007841,7766,9,10,10,80,"('In Transit', None)",2026-01-29,2026-02-01,,RLX-12095666,332.31,4,False
7842,SHP-2025-0007842,7767,60,6,11,150,Delivered,2025-09-02,2025-09-11,2025-09-12,,745.48,0,False
7843,SHP-2025-0007843,7769,26,4,4,53,"('Exception', None)",2025-04-23,2025-05-01,,FRT-77165175,228.86,0,False
7844,SHP-2023-0007844,7770,33,11,11,305,"('In Transit', None)",2023-03-10,2023-03-15,,,858.42,0,False
7845,SHP-2025-0007845,7771,36,5,2,186,"('Exception', None)",2025-04-21,2025-04-23,,TRK-67927787,187.69,0,False
7846,SHP-2025-0007846,7772,3,4,4,264,Delivered,2025-04-08,2025-04-12,2025-04-13,RLX-30571043,829.84,0,False
7847,SHP-2024-0007847,7773,85,2,3,232,"('Exception', None)",2024-08-04,2024-08-06,,COLD-19289374,601.15,2,False
7848,SHP-2024-0007848,7773,91,2,2,157,"('Exception', None)",2024-08-04,2024-08-12,,FRT-71302189,161.04,0,False
7849,SHP-2026-0007849,7774,46,3,10,54,Delivered,2026-05-02,2026-05-08,2026-05-09,RLX-84281969,570.25,0,False
7850,SHP-2024-0007850,7775,91,1,7,2,"('Booked', None)",2024-01-07,2024-01-15,,TRK-38974854,776.47,0,False
7851,SHP-2023-0007851,7776,35,7,2,284,Delivered,2023-05-20,2023-05-23,2023-05-23,COLD-87050201,948.12,0,False
7852,SHP-2025-0007852,7777,9,7,8,217,Delivered,2025-10-03,2025-10-07,2025-10-17,TRK-66376787,530.76,0,False
7853,SHP-2025-0007853,7777,74,7,7,17,Delivered,2025-10-04,2025-10-06,2025-10-05,FRT-63903296,373.34,2,True
7854,SHP-2026-0007854,7778,46,3,8,43,Delivered,2026-01-02,2026-01-04,2026-01-04,RLX-75924857,591.77,0,False
7855,SHP-2024-0007855,7780,12,6,5,271,Delivered,2024-08-27,2024-09-01,2024-09-03,FRT-26169822,931.25,0,False
7856,SHP-2025-0007856,7782,40,6,6,207,Delivered,2025-04-05,2025-04-08,2025-04-07,COLD-72903740,654.14,0,False
7857,SHP-2024-0007857,7783,90,10,6,111,"('Exception', None)",2024-10-24,2024-10-31,,,769.20,0,False
7858,SHP-2024-0007858,7783,18,10,10,100,"('Exception', None)",2024-10-22,2024-10-25,,COLD-41539792,239.06,6,False
7859,SHP-2025-0007859,7784,80,11,11,167,Delivered,2025-05-18,2025-05-23,2025-05-22,,1747.50,0,False
7860,SHP-2023-0007860,7785,90,10,11,283,"('Booked', None)",2023-09-16,2023-09-25,,COLD-58457131,1652.04,1,False
7861,SHP-2026-0007861,7786,18,9,9,34,"('In Transit', None)",2026-01-18,2026-01-25,,COLD-96781669,645.01,0,False
7862,SHP-2026-0007862,7786,26,9,9,172,"('In Transit', None)",2026-01-19,2026-01-23,,TRK-43138706,929.66,0,False
7863,SHP-2023-0007863,7787,3,3,3,304,Delivered,2023-03-23,2023-03-31,2023-04-01,FRT-48705477,699.55,0,False
7864,SHP-2025-0007864,7788,10,6,2,111,"('In Transit', None)",2025-04-08,2025-04-16,,RLX-24613820,150.83,4,False
7865,SHP-2025-0007865,7788,3,6,2,80,"('Exception', None)",2025-04-09,2025-04-18,,RLX-26231338,466.32,0,False
7866,SHP-2024-0007866,7789,35,2,5,286,"('Exception', None)",2024-06-15,2024-06-19,,RLX-95330411,654.24,6,False
7867,SHP-2023-0007867,7790,46,7,8,298,Delivered,2023-12-04,2023-12-08,2023-12-08,FRT-69771754,328.87,0,False
7868,SHP-2025-0007868,7791,74,2,7,235,"('In Transit', None)",2025-07-19,2025-07-24,,COLD-45308037,1578.57,0,False
7869,SHP-2025-0007869,7791,18,2,2,172,"('Exception', None)",2025-07-22,2025-07-24,,,273.11,0,False
7870,SHP-2025-0007870,7792,60,5,3,286,Delivered,2025-05-06,2025-05-09,2025-05-09,RLX-60911032,247.73,0,False
7871,SHP-2023-0007871,7793,1,5,10,288,"('In Transit', None)",2023-06-18,2023-06-19,,COLD-86833976,842.33,5,False
7872,SHP-2023-0007872,7794,30,6,2,172,"('Booked', None)",2023-03-26,2023-03-29,,COLD-34511293,576.79,0,False
7873,SHP-2025-0007873,7795,85,9,9,65,Delivered,2025-11-23,2025-12-02,2025-12-12,TRK-67232519,1585.16,0,True
7874,SHP-2024-0007874,7796,9,5,5,158,Delivered ,2024-10-13,2024-10-21,2024-10-29,FRT-14957635,297.05,0,False
7875,SHP-2024-0007875,7797,84,10,10,92,"('Booked', None)",2024-09-15,2024-09-22,,FRT-33054491,972.82,0,False
7876,SHP-2023-0007876,7798,69,5,5,2,Delivered,2023-04-27,2023-04-29,2023-04-29,FRT-75369142,507.18,0,False
7877,SHP-2023-0007877,7798,84,5,5,2,Delivered,2023-04-28,2023-05-04,2023-05-06,COLD-51754625,531.44,0,True
7878,SHP-2026-0007878,7799,1,2,2,279,Delivered,2026-06-05,2026-06-09,2026-06-08,TRK-76487791,284.50,4,False
7879,SHP-2025-0007879,7800,69,2,9,264,Delivered,2025-10-05,2025-10-10,2025-10-09,FRT-62404503,557.46,0,False
7880,SHP-2024-0007880,7801,84,7,7,305,"('Booked', None)",2024-01-31,2024-02-05,,RLX-49961259,293.51,0,False
7881,SHP-2023-0007881,7802,91,9,6,141,Delivered,2023-11-28,2023-11-30,2023-12-05,RLX-38810898,1746.14,0,False
7882,SHP-2025-0007882,7803,91,11,4,85,"('Exception', None)",2025-01-11,2025-01-19,,TRK-45758737,646.07,0,False
7883,SHP-2025-0007883,7803,30,11,11,172,"('Booked', None)",2025-01-15,2025-01-24,,RLX-97494989,1696.60,0,False
7884,SHP-2025-0007884,7804,71,2,4,227,Delivered ,2025-04-29,2025-04-30,2025-05-07,FRT-14679927,721.15,0,False
7885,SHP-2025-0007885,7804,46,2,4,284,Delivered ,2025-04-29,2025-05-08,2025-05-07,,912.86,0,False
7886,SHP-2024-0007886,7805,91,2,2,212,"('Exception', None)",2024-10-31,2024-11-02,,TRK-58353994,114.95,3,False
7887,SHP-2024-0007887,7806,9,9,2,98,"('In Transit', None)",2024-09-28,2024-10-07,,TRK-89152022,1234.14,0,False
7888,SHP-2024-0007888,7807,18,8,8,200,Delivered,2024-09-12,2024-09-14,2024-09-16,TRK-98855239,238.98,0,False
7889,SHP-2023-0007889,7808,1,7,7,143,"('In Transit', None)",2023-08-28,2023-09-01,,,674.37,0,False
7890,SHP-2025-0007890,7809,71,6,2,92,Delivered,2025-10-19,2025-10-23,2025-10-24,FRT-36936057,183.35,0,False
7891,SHP-2025-0007891,7810,26,8,2,275,Delivered,2025-12-10,2025-12-18,2025-12-18,,486.11,0,False
7892,SHP-2026-0007892,7811,80,1,10,132,Delivered,2026-02-20,2026-02-26,2026-03-08,TRK-48887154,448.74,0,False
7893,SHP-2024-0007893,7814,1,9,3,27,"('Exception', None)",2024-08-24,2024-08-28,,TRK-25137374,1724.12,0,False
7894,SHP-2025-0007894,7815,44,10,4,85,"('Booked', None)",2025-10-02,2025-10-10,,TRK-48611999,1294.64,0,False
7895,SHP-2025-0007895,7816,26,6,9,141,Delivered,2025-02-14,2025-02-17,2025-02-17,FRT-13655815,419.00,0,False
7896,SHP-2024-0007896,7817,35,5,5,70,Delivered,2024-09-30,2024-10-08,2024-10-10,TRK-65767398,330.02,1,False
7897,SHP-2025-0007897,7818,84,10,10,300,Delivered,2025-10-24,2025-10-29,2025-10-31,COLD-25363589,1725.11,5,False
7898,SHP-2023-0007898,7819,55,6,11,63,Delivered,2023-10-24,2023-10-29,2023-10-31,TRK-79686853,129.52,0,False
7899,SHP-2023-0007899,7820,60,7,2,85,Delivered,2023-04-05,2023-04-12,2023-04-11,COLD-87648619,926.65,0,False
7900,SHP-2023-0007900,7821,33,3,3,150,Delivered,2023-04-30,2023-05-08,2023-05-08,COLD-92523807,159.89,0,False
7901,SHP-2023-0007901,7824,85,11,9,80,Delivered,2023-12-20,2023-12-21,2023-12-20,FRT-88814163,853.93,0,False
7902,SHP-2023-0007902,7825,90,7,5,275,"('Exception', None)",2023-10-16,2023-10-22,,FRT-59462751,901.02,0,False
7903,SHP-2025-0007903,7826,1,8,6,271,Delivered,2025-06-03,2025-06-04,2025-06-04,FRT-15943391,849.25,0,False
7904,SHP-2025-0007904,7826,80,8,6,85,Delivered,2025-06-06,2025-06-15,2025-06-22,TRK-33613637,899.99,0,False
7905,SHP-2024-0007905,7827,90,6,6,302,Delivered,2024-11-13,2024-11-18,2024-11-19,TRK-72905665,664.93,0,True
7906,SHP-2024-0007906,7827,46,6,2,279,Delivered,2024-11-12,2024-11-20,2024-11-20,RLX-56527632,135.33,6,False
7907,SHP-2024-0007907,7828,84,4,4,100,Delivered ,2024-11-01,2024-11-06,2024-11-06,TRK-39620537,735.60,0,False
7908,SHP-2025-0007908,7830,71,7,7,274,"('Exception', None)",2025-01-19,2025-01-24,,RLX-89207435,238.01,0,False
7909,SHP-2026-0007909,7831,69,7,5,65,Delivered,2026-06-12,2026-06-15,2026-06-15,COLD-79648878,429.66,0,True
7910,SHP-2026-0007910,7831,1,7,5,116,Delivered,2026-06-09,2026-06-11,2026-06-13,RLX-65898586,835.83,0,False
7911,SHP-2025-0007911,7832,69,7,3,283,"('In Transit', None)",2025-10-18,2025-10-21,,COLD-17758907,775.82,0,False
7912,SHP-2023-0007912,7833,30,10,10,157,Delivered,2023-07-07,2023-07-10,2023-07-09,TRK-75760776,1355.77,0,False
7913,SHP-2025-0007913,7834,36,1,1,188,Delivered,2025-12-02,2025-12-09,2025-12-10,RLX-14160504,856.63,0,False
7914,SHP-2025-0007914,7834,68,1,1,124,Delivered,2025-12-02,2025-12-04,2025-12-04,COLD-83326056,904.49,2,False
7915,SHP-2025-0007915,7835,36,5,5,177,Delivered,2025-03-21,2025-03-28,2025-03-27,COLD-27452073,507.49,0,False
7916,SHP-2023-0007916,7836,80,11,11,63,"('Exception', None)",2023-01-26,2023-02-03,,RLX-92933156,278.43,0,False
7917,SHP-2025-0007917,7838,33,6,6,212,Delivered,2025-05-10,2025-05-18,2025-05-26,RLX-63323253,447.16,0,True
7918,SHP-2025-0007918,7838,74,6,2,18,Delivered,2025-05-12,2025-05-19,2025-05-20,FRT-89353071,738.08,0,False
7919,SHP-2023-0007919,7839,30,11,10,216,Delivered,2023-07-02,2023-07-06,2023-07-06,RLX-82933281,1163.38,5,False
7920,SHP-2024-0007920,7840,55,7,7,116,Delivered,2024-11-17,2024-11-20,2024-11-22,,680.86,0,False
7921,SHP-2024-0007921,7840,85,7,7,54,Delivered,2024-11-18,2024-11-24,2024-11-25,TRK-69897125,225.98,3,False
7922,SHP-2025-0007922,7841,46,7,7,300,Delivered,2025-12-04,2025-12-05,2025-12-06,TRK-76302847,901.58,0,False
7923,SHP-2025-0007923,7842,46,4,4,23,Delivered,2025-12-11,2025-12-15,2025-12-16,COLD-54161697,291.65,0,False
7924,SHP-2025-0007924,7842,80,4,4,70,Delivered,2025-12-12,2025-12-14,2025-12-19,RLX-70761307,140.10,0,False
7925,SHP-2025-0007925,7843,60,6,11,167,Delivered,2025-02-02,2025-02-10,2025-02-09,FRT-90367021,807.25,0,False
7926,SHP-2023-0007926,7844,85,7,9,43,Delivered,2023-03-23,2023-03-26,2023-03-25,COLD-81525042,194.92,0,False
7927,SHP-2023-0007927,7845,12,5,8,157,Delivered,2023-01-16,2023-01-25,2023-01-31,RLX-67523754,508.28,0,False
7928,SHP-2023-0007928,7846,10,3,3,124,Delivered,2023-07-20,2023-07-27,2023-07-27,,396.16,0,False
7929,SHP-2023-0007929,7847,27,4,9,116,Delivered,2023-12-11,2023-12-14,2023-12-16,TRK-34293328,800.06,3,False
7930,SHP-2023-0007930,7847,55,4,4,29,Delivered,2023-12-10,2023-12-14,2023-12-16,FRT-80285779,683.68,0,False
7931,SHP-2025-0007931,7848,69,2,6,143,Delivered,2025-07-29,2025-07-31,2025-07-31,COLD-47350594,462.95,2,False
7932,SHP-2024-0007932,7849,44,11,11,47,Delivered,2024-12-18,2024-12-23,2024-12-31,RLX-36166406,1118.40,0,False
7933,SHP-2023-0007933,7850,46,7,7,111,Delivered,2023-07-12,2023-07-14,2023-07-16,COLD-21910583,221.40,0,False
7934,SHP-2023-0007934,7852,55,11,9,305,"('Booked', None)",2023-09-22,2023-09-28,,COLD-74135338,231.70,0,False
7935,SHP-2023-0007935,7853,46,6,6,194,Delivered,2023-01-10,2023-01-13,2023-01-15,FRT-42593766,493.79,0,False
7936,SHP-2023-0007936,7854,3,3,3,286,Delivered,2023-07-25,2023-07-28,2023-07-30,COLD-16853496,709.67,0,False
7937,SHP-2025-0007937,7855,68,9,1,65,Delivered,2025-06-25,2025-06-30,2025-07-11,COLD-68596514,1036.53,0,False
7938,SHP-2024-0007938,7856,71,11,11,235,"('Booked', None)",2024-07-25,2024-07-28,,COLD-35555212,1622.34,0,False
7939,SHP-2023-0007939,7857,90,4,2,63,"('In Transit', None)",2023-04-06,2023-04-10,,FRT-17835642,271.21,0,False
7940,SHP-2025-0007940,7859,60,9,9,143,Delivered,2025-11-30,2025-12-03,2025-12-02,FRT-94546126,853.26,0,False
7941,SHP-2024-0007941,7860,46,1,2,279,Delivered,2024-11-04,2024-11-10,2024-11-12,RLX-50170348,689.21,0,False
7942,SHP-2024-0007942,7860,85,1,2,85,Delivered,2024-11-06,2024-11-09,2024-11-11,TRK-62315998,925.26,0,False
7943,SHP-2024-0007943,7862,33,3,9,186,Delivered,2024-07-19,2024-07-25,2024-07-27,FRT-67010965,173.45,0,False
7944,SHP-2023-0007944,7863,90,11,9,101,Delivered,2023-10-20,2023-10-22,2023-10-22,TRK-19796055,491.87,0,False
7945,SHP-2025-0007945,7864,1,3,3,276,"('Exception', None)",2025-08-31,2025-09-05,,RLX-20321425,676.23,0,False
7946,SHP-2026-0007946,7865,27,1,1,227,"('In Transit', None)",2026-06-10,2026-06-12,,TRK-41402849,710.24,0,False
7947,SHP-2026-0007947,7866,36,6,6,157,Delivered,2026-02-26,2026-03-05,2026-03-05,COLD-69883204,316.18,0,False
7948,SHP-2025-0007948,7869,35,2,2,43,Delivered,2025-06-11,2025-06-14,2025-06-26,FRT-98490710,297.15,3,False
7949,SHP-2025-0007949,7870,36,7,7,194,Delivered,2025-11-10,2025-11-13,2025-11-15,RLX-24678741,23.92,0,False
7950,SHP-2024-0007950,7871,68,9,9,232,"('Exception', None)",2024-07-11,2024-07-15,,FRT-17023171,1700.09,4,False
7951,SHP-2023-0007951,7872,84,10,1,172,"('Exception', None)",2023-06-26,2023-07-04,,TRK-68195635,304.74,0,False
7952,SHP-2023-0007952,7874,10,11,11,304,"('In Transit', None)",2023-12-10,2023-12-12,,COLD-65812617,222.25,0,False
7953,SHP-2025-0007953,7876,71,8,1,304,Delivered,2025-07-09,2025-07-14,2025-07-13,,818.72,0,False
7954,SHP-2025-0007954,7877,33,6,6,66,Delivered ,2025-09-02,2025-09-06,2025-09-08,RLX-47354255,581.14,0,False
7955,SHP-2025-0007955,7877,26,6,3,264,Delivered,2025-09-02,2025-09-09,2025-09-10,TRK-45290294,537.23,0,False
7956,SHP-2026-0007956,7878,60,4,4,138,Delivered,2026-03-24,2026-04-01,2026-04-03,COLD-57561475,154.23,0,False
7957,SHP-2024-0007957,7879,40,11,5,186,Delivered,2024-08-19,2024-08-23,2024-08-22,RLX-95330738,604.03,0,False
7958,SHP-2024-0007958,7880,36,1,5,304,Delivered,2024-12-04,2024-12-05,2024-12-04,FRT-46699948,781.76,3,False
7959,SHP-2024-0007959,7880,85,1,5,221,Delivered ,2024-12-03,2024-12-12,2024-12-13,TRK-75891769,592.68,0,False
7960,SHP-2024-0007960,7881,55,1,1,300,Delivered,2024-02-27,2024-03-01,2024-03-02,RLX-91547137,132.03,0,False
7961,SHP-2025-0007961,7882,9,4,7,277,Delivered,2025-02-21,2025-02-28,2025-02-27,RLX-87088064,668.73,1,False
7962,SHP-2026-0007962,7883,33,11,11,92,Delivered,2026-05-03,2026-05-10,2026-05-11,COLD-11768192,1657.92,4,False
7963,SHP-2023-0007963,7884,74,6,6,132,Delivered,2023-10-26,2023-11-01,2023-11-01,COLD-72927868,642.07,2,False
7964,SHP-2023-0007964,7886,33,4,4,283,Delivered,2023-06-09,2023-06-17,2023-06-19,COLD-41616905,183.00,0,False
7965,SHP-2024-0007965,7888,68,2,2,158,Delivered ,2024-07-11,2024-07-15,2024-07-17,FRT-15961304,636.09,0,False
7966,SHP-2023-0007966,7889,40,9,9,27,Delivered,2023-06-08,2023-06-11,2023-06-13,FRT-21974128,499.81,0,True
7967,SHP-2025-0007967,7890,33,4,5,264,Delivered,2025-08-22,2025-08-24,2025-08-23,TRK-91258068,605.57,0,False
7968,SHP-2025-0007968,7890,35,4,5,170,Delivered,2025-08-21,2025-08-22,2025-08-23,FRT-41589637,220.80,0,False
7969,SHP-2024-0007969,7891,35,5,11,141,"('Exception', None)",2024-08-25,2024-08-31,,COLD-56853919,523.18,0,False
7970,SHP-2026-0007970,7892,27,7,4,86,Delivered,2026-03-02,2026-03-10,2026-03-10,TRK-13510059,847.26,0,False
7971,SHP-2024-0007971,7893,80,1,4,235,Delivered,2024-04-02,2024-04-04,2024-04-06,COLD-69392143,356.69,0,False
7972,SHP-2024-0007972,7894,55,8,5,77,Delivered,2024-03-29,2024-04-04,2024-04-06,,222.76,0,False
7973,SHP-2024-0007973,7895,30,4,1,188,Delivered,2024-06-14,2024-06-15,2024-06-14,FRT-59283892,880.18,0,False
7974,SHP-2024-0007974,7897,60,5,11,271,Delivered,2024-02-19,2024-02-20,2024-02-22,COLD-86103165,718.18,0,True
7975,SHP-2023-0007975,7898,18,7,7,59,"('In Transit', None)",2023-07-31,2023-08-07,,FRT-66282586,218.57,0,False
7976,SHP-2025-0007976,7899,35,11,11,276,Delivered,2025-04-21,2025-04-22,2025-04-24,RLX-59631720,607.00,0,False
7977,SHP-2024-0007977,7900,90,1,1,88,Delivered,2024-01-11,2024-01-15,2024-01-14,RLX-50410433,437.81,0,False
7978,SHP-2025-0007978,7902,80,1,1,302,Delivered,2025-08-26,2025-09-01,2025-08-31,TRK-24620937,525.04,0,False
