contract_id,contract_number,customer_id,account_manager_id,contract_tier,contract_status,start_date,end_date_raw,minimum_monthly_commitment,deposit_amount,billing_currency,cancellation_reason
600,CTR-2025-00600,1034,234,Strategic,Active,2025-03-27,2028-03-26,10000.00,0.00,USD,
601,CTR-2024-00601,168,296,Preferred,Active,2024-02-08,2027-02-07,500.00,0.00,CAD,
602,CTR-2025-00602,592,26,strategic ,Expired,2025-09-04,2026-09-04,1000.00,1000.00,CAD,
603,CTR-2025-00603,1765,248,strategic ,Expired,2025-01-25,2026-01-25,10000.00,10000.00,USD,
604,CTR-2023-00604,2293,161,Standard,Expired,2023-10-19,2024/10/18,500.00,0.00,GBP,
605,CTR-2023-00605,2486,183,Strategic,Cancelled,2023-03-19, 2023-09-15 ,5000.00,2500.00,EUR,Unknown
606,CTR-2025-00606,1691,218,strategic ,Active,2025-08-09,2027/08/09,25000.00,2500.00,GBP,
607,CTR-2023-00607,1458,241,Preferred,Active,2023-09-18,2025-09-17,25000.00,10000.00,USD,
608,CTR-2023-00608,1362,12,Preferred,active,2023-04-01,2023-09-28,5000.00,2500.00,GBP,
609,CTR-2024-00609,1770,39,Standard,Active,2024-02-10,2025/02/09,5000.00,500.00,USD,
610,CTR-2023-00610,1354,74,Strategic,Expired,2023-10-10,2024-10-09,25000.00,1000.00,USD,
611,CTR-2025-00611,1806,220,Standard,Active,2025-01-10,2028-01-10,2500.00,2500.00,USD,
612,CTR-2025-00612,1937,218,Preferred,Active,2025-06-10,2026-06-10,5000.00,0.00,usd,
613,CTR-2024-00613,2316,121,Spot,Cancelled,2024-01-31,2025-01-30,25000.00,2500.00,GBP, 
614,CTR-2023-00614,1432,57,Strategic,Cancelled,2023-03-08,2023-09-04,25000.00,10000.00,USD,Unknown
615,CTR-2023-00615,1403,190,Preferred,Active,2023-02-05,2024-02-05,5000.00,10000.00,CAD,
616,CTR-2023-00616,1727,280,strategic ,Active,2023-10-05,2026-10-04,5000.00,1000.00,USD,
617,CTR-2024-00617,609,105,Spot,Suspended,2024-04-27,2025-04-27,1000.00,2500.00,USD,
618,CTR-2024-00618,204,106,Spot,Expired,2024-08-30,2025-02-26,500.00,1000.00,CAD,
619,CTR-2023-00619,2049,187,Strategic,Active,2023-10-23,2026-10-22,500.00,10000.00,USD,
620,CTR-2023-00620,689,19,Spot,Active,2023-01-22,2024-01-22,500.00,1000.00,USD,
621,CTR-2023-00621,1828,78,Spot,Cancelled,2023-05-21,2024-05-20,500.00,5000.00,EUR,Customer consolidation
622,CTR-2025-00622,26,191,Strategic,Active,2025-08-11,2027-08-11,2500.00,2500.00,USD,
623,CTR-2025-00623,542,106,Preferred,Active,2025-08-19,2026-02-15,10000.00,5000.00,USD,
624,CTR-2025-00624,1041,257,Preferred,Cancelled,2025-01-02,2025-07-01,500.00,1000.00,EUR, 
625,CTR-2024-00625,1276,67,Standard,Active,2024-03-18, 2024-09-14 ,5000.00,10000.00,CAD,
626,CTR-2024-00626,815,248,Standard,Active,2024-05-09,2024-11-05,500.00,2500.00,USD,
627,CTR-2024-00627,2274,146,Standard,Expired,2024-07-16,7/16/2026,10000.00,0.00,USD,
628,CTR-2023-00628,1060,20,Preferred,Active,2023-12-19,2025-12-18,5000.00,10000.00,USD,
629,CTR-2025-00629,1374,146,Preferred,Expired,2025-03-20,2025-09-16,5000.00,1000.00,USD,
630,CTR-2023-00630,1879,22,Spot,Cancelled,2023-02-19,2023-08-18,10000.00,5000.00,USD,Customer consolidation
631,CTR-2025-00631,2002,262,Standard,Expired,2025-05-22,2025-11-18,500.00,500.00,GBP,
632,CTR-2023-00632,906,106,Standard,Active,2023-12-31,2024-12-30,500.00,2500.00,USD,
633,CTR-2025-00633,2067,191,Standard,Active,2025-02-23,2025-08-22,5000.00,500.00,CAD,
634,CTR-2024-00634,1531,128,Spot,Active,2024-09-06,2027-09-06,5000.00,1000.00,USD,
635,CTR-2024-00635,2064,218,strategic ,Expired,2024-03-18,2026-03-18,2500.00,5000.00,USD,
636,CTR-2025-00636,1625,218,Preferred,Expired,2025-03-02,02/03/2026,5000.00,5000.00,USD,
637,CTR-2023-00637,44,83,Strategic,Active,2023-08-17,2024-02-13,25000.00,2500.00,USD,
638,CTR-2024-00638,2249,187,Standard,Active,2024-08-19,2025-02-15,2500.00,500.00,USD,
639,CTR-2024-00639,2026,299,Standard,Suspended,2024-05-05,2026-05-05,5000.00,500.00,USD,
640,CTR-2023-00640,2192,60,strategic ,Active,2023-07-05,2024-07-04,2500.00,10000.00,USD,
641,CTR-2024-00641,414,280,Spot,Active,2024-07-24,2027-07-24,5000.00,500.00,CAD,
642,CTR-2024-00642,888,106,strategic ,Expired,2024-08-14,2025-08-14,5000.00,0.00,CAD,
643,CTR-2025-00643,842,280,Spot,Active,2025-07-06,2028/07/05,25000.00,10000.00,USD,
644,CTR-2024-00644,2370,161,Strategic,Active,2024-05-19,2025-05-19,10000.00,5000.00,CAD,
645,CTR-2023-00645,1898,226,Strategic,Expired,2023-06-22,2024-06-21,10000.00,5000.00,GBP,
646,CTR-2023-00646,2276,20,strategic ,Active,2023-05-15,2025-05-14,10000.00,2500.00,USD,
647,CTR-2024-00647,1251,79,Standard,active,2024-07-11,2025-01-07,5000.00,10000.00,USD,
648,CTR-2023-00648,619,245,strategic ,Suspended,2023-06-26,2025-06-25,1000.00,1000.00,USD,
649,CTR-2024-00649,627,310,Standard,Active,2024-05-18,2024/11/14,10000.00,500.00,USD,
650,CTR-2025-00650,672,106,Standard,Active,2025-04-01,2026-04-01,2500.00,2500.00,CAD,
651,CTR-2023-00651,301,105,Spot,Cancelled,2023-12-03,2024-05-31,25000.00,2500.00,USD,Price increase
652,CTR-2024-00652,2033,82,strategic ,Expired,2024-10-10,2025-10-10,1000.00,0.00,USD,
653,CTR-2023-00653,685,33,Spot,Expired,2023-09-15,2024-09-14,1000.00,2500.00,CAD,
654,CTR-2024-00654,112,239,Spot,Active,2024-09-07,2026-09-07,2500.00,0.00,USD,
655,CTR-2023-00655,887,290,Strategic,Active,2023-07-15,2024-01-11,1000.00,0.00,GBP,
656,CTR-2023-00656,1787,105,Standard,active,2023-03-21,2023-09-17,2500.00,5000.00,USD,
657,CTR-2024-00657,112,234,Standard,Cancelled,2024-03-16,2025-03-16,500.00,0.00,USD,Price increase
658,CTR-2023-00658,871,231,Strategic,Active,2023-03-20, 2026-03-19 ,10000.00,2500.00,USD,
659,CTR-2023-00659,186,69,Strategic,Active,2023-10-16,2024-04-13,2500.00,5000.00,USD,
660,CTR-2023-00660,371,310,Standard,Suspended,2023-07-15,2025-07-14,2500.00,1000.00,CAD,
661,CTR-2024-00661,263,106,Preferred,Expired,2024-04-19,2025-04-19,10000.00,5000.00,USD,
662,CTR-2025-00662,1416,231,strategic ,Active,2025-02-04,2/4/2028,10000.00,1000.00,CAD,
663,CTR-2024-00663,171,236,Standard,Expired,2024-10-13,2025-10-13,1000.00,500.00,USD,
664,CTR-2023-00664,784,248,Preferred,Active,2023-06-24,2024-06-23,25000.00,1000.00,USD,
665,CTR-2023-00665,1266,183,strategic ,active,2023-12-11,2024-12-10,10000.00,500.00,USD,
666,CTR-2024-00666,706,161,Spot,Active,2024-07-25,2026-07-25,25000.00,500.00,EUR,
667,CTR-2025-00667,827,146,Standard,active,2025-08-15,2028-08-14,10000.00,10000.00,USD,
668,CTR-2025-00668,1064,266,strategic ,Expired,2025-01-30,2026-01-30,25000.00,0.00,CAD,
669,CTR-2024-00669,1342,239,Standard,Active,2024-12-02,02/12/2026,1000.00,5000.00,CAD,
670,CTR-2023-00670,324,257,Spot,Active,2023-08-30,2024-08-29,10000.00,500.00,USD,
671,CTR-2025-00671,1636,39,Spot,Active,2025-02-10,2026-02-10,5000.00,2500.00,USD,
672,CTR-2023-00672,200,239,Spot,Active,2023-10-10,2025-10-09,2500.00,500.00,USD,
673,CTR-2025-00673,1033,140,Preferred,Active,2025-03-16,2028-03-15,5000.00,5000.00,GBP,
674,CTR-2025-00674,2047,258,Standard,Active,2025-07-02,2025-12-29,5000.00,5000.00,USD,
675,CTR-2024-00675,1783,14,Standard,Active,2024-03-24,2027-03-24,500.00,2500.00,CAD,
676,CTR-2024-00676,463,310,strategic ,Suspended,2024-08-10,2027-08-10,500.00,2500.00,CAD,
677,CTR-2024-00677,1312,146,Spot,Suspended,2024-04-18,2025-04-18,500.00,500.00,USD,
678,CTR-2023-00678,715,295,strategic ,Active,2023-07-02,2023-12-29,500.00,500.00,GBP,
679,CTR-2025-00679,869,69,Preferred,Active,2025-09-24,2028-09-23,10000.00,1000.00,USD,
680,CTR-2025-00680,1747,14,Strategic,Active,2025-08-27,2028/08/26,25000.00,500.00,USD,
681,CTR-2024-00681,2422,242,strategic ,Suspended,2024-05-07, 2026-05-07 ,10000.00,1000.00,EUR,
682,CTR-2024-00682,1778,146,strategic ,Expired,2024-03-31,2027-03-31,500.00,2500.00,USD,
683,CTR-2025-00683,1323,108,Strategic,Active,2025-06-21,2027-06-21,25000.00,1000.00,usd,
684,CTR-2023-00684,2127,51,strategic ,Cancelled,2023-02-19,2026-02-18,2500.00,1000.00,GBP, 
685,CTR-2024-00685,1817,121,strategic ,Active,2024-03-10,2027/03/10,25000.00,2500.00,USD,
686,CTR-2023-00686,660,190,Spot,active,2023-08-19,2025/08/18,500.00,500.00,USD,
687,CTR-2025-00687,248,179,Strategic,Expired,2025-09-16,2027-09-16,5000.00,0.00,USD,
688,CTR-2024-00688,705,183,Spot,Suspended,2024-03-18,2027-03-18,1000.00,1000.00,USD,
689,CTR-2023-00689,947,108,strategic ,Active,2023-04-25,2024-04-24,10000.00,0.00,USD,
690,CTR-2025-00690,2441,140,strategic ,Active,2025-01-17,2025-07-16,1000.00,0.00,USD,
691,CTR-2024-00691,2011,74,Standard,Active,2024-03-25,2025-03-25,1000.00,5000.00,USD,
692,CTR-2024-00692,879,249,Strategic,Active,2024-09-18,2027-09-18,5000.00,5000.00,GBP,
693,CTR-2024-00693,1018,226,Standard,Active,2024-03-11,2025-03-11,5000.00,0.00,CAD,
694,CTR-2025-00694,1454,69,Preferred,Active,2025-02-11,2026-02-11,1000.00,10000.00,USD,
695,CTR-2023-00695,968,241,Standard,Expired,2023-09-26,2025-09-25,1000.00,0.00,USD,
696,CTR-2024-00696,895,187,Standard,Active,2024-08-04,2027-08-04,25000.00,500.00,USD,
697,CTR-2024-00697,1003,174,strategic ,Suspended,2024-11-25,2026-11-25,2500.00,0.00,EUR,
698,CTR-2025-00698,768,190,Preferred,Expired,2025-10-08,2028-10-07,2500.00,0.00,EUR,
699,CTR-2025-00699,212,33,Spot,active,2025-06-03, 2027-06-03 ,10000.00,5000.00,USD,
700,CTR-2024-00700,164,26,Standard,Expired,2024-06-25,2025/06/25,2500.00,2500.00,EUR,
701,CTR-2023-00701,171,128,Spot,Active,2023-02-10,2025-02-09,500.00,10000.00,CAD,
702,CTR-2023-00702,526,22,Standard,Active,2023-12-02,2026-12-01,2500.00,10000.00,USD,
703,CTR-2023-00703,846,273,Strategic,Cancelled,2023-02-16,2024-02-16,10000.00,500.00,USD,Customer consolidation
704,CTR-2023-00704,1369,240,Strategic,Expired,2023-01-04,2024-01-04,2500.00,2500.00,usd,
705,CTR-2025-00705,962,78,Preferred,Active,2025-08-28,2026-02-24,5000.00,500.00,USD,
706,CTR-2023-00706,689,147,Strategic,Active,2023-05-26,2024-05-25,500.00,1000.00,EUR,
707,CTR-2024-00707,1974,146,strategic ,active,2024-07-12,2025-01-08,2500.00,500.00,USD,
708,CTR-2023-00708,49,128,Strategic,Active,2023-11-06,2024-11-05,10000.00,1000.00,USD,
709,CTR-2023-00709,1873,266,Preferred,Expired,2023-10-21,20/10/2025,2500.00,2500.00,GBP,
710,CTR-2023-00710,1390,249,Strategic,Active,2023-02-15,2/14/2026,10000.00,2500.00,USD,
711,CTR-2025-00711,491,245,strategic ,Active,2025-01-03,2026-01-03,5000.00,10000.00,USD,
712,CTR-2025-00712,1178,152,Strategic,Active,2025-06-01,2026-06-01,2500.00,1000.00,USD,
713,CTR-2023-00713,630,273,Spot,Active,2023-09-05, 2025-09-04 ,1000.00,2500.00,USD,
714,CTR-2024-00714,847,273,Standard,Active,2024-04-23,2025-04-23,1000.00,1000.00,USD,
715,CTR-2023-00715,2118,119,strategic ,Suspended,2023-01-12,11/07/2023,1000.00,0.00,USD,
716,CTR-2023-00716,88,187,Spot,Active,2023-10-09,2024-10-08,1000.00,0.00,CAD,
717,CTR-2023-00717,1909,241,Preferred,Expired,2023-11-22,2025-11-21,2500.00,10000.00,USD,
718,CTR-2024-00718,1595,152,Spot,Cancelled,2024-03-19,2025-03-19,500.00,5000.00,USD, 
719,CTR-2023-00719,2387,64,strategic ,Expired,2023-02-14,2026-02-13,1000.00,10000.00,EUR,
720,CTR-2024-00720,1082,183,Spot,Active,2024-03-04,2024-08-31,10000.00,500.00,CAD,
721,CTR-2023-00721,471,94,Preferred,Active,2023-03-24,2025-03-23,25000.00,500.00,USD,
722,CTR-2024-00722,1325,119,Spot,Active,2024-03-12,2024-09-08,10000.00,0.00,USD,
723,CTR-2024-00723,394,187,strategic ,Expired,2024-08-27,2027-08-27,5000.00,2500.00,EUR,
724,CTR-2024-00724,1799,234,Standard,Active,2024-04-16,2027-04-16,10000.00,1000.00,USD,
725,CTR-2024-00725,2387,295,Strategic,active,2024-05-11,11/7/2024,10000.00,0.00,CAD,
726,CTR-2023-00726,1851,108,Strategic,Active,2023-09-27,2026-09-26,2500.00,0.00,USD,
727,CTR-2024-00727,2347,68,Spot,active,2024-01-19,2026-01-18,25000.00,10000.00,USD,
728,CTR-2025-00728,1353,242,Preferred,Active,2025-03-29,2026-03-29,2500.00,10000.00,USD,
729,CTR-2024-00729,1420,14,Strategic,Expired,2024-06-25,2026-06-25,1000.00,5000.00,usd,
730,CTR-2023-00730,1063,234,Spot,Cancelled,2023-03-08,2023-09-04,500.00,2500.00,EUR, 
731,CTR-2023-00731,1639,252,Standard,Cancelled,2023-07-02,2024-07-01,5000.00,1000.00,CAD,Moved to competitor
732,CTR-2024-00732,701,30,Preferred,Expired,2024-02-06,2026-02-05,1000.00,10000.00,USD,
733,CTR-2023-00733,1743,201,Strategic,Suspended,2023-04-23,2026-04-22,25000.00,10000.00,USD,
734,CTR-2023-00734,1491,239,strategic ,Active,2023-08-28,2025-08-27,500.00,2500.00,USD,
735,CTR-2024-00735,795,179,Spot,Cancelled,2024-05-07,2025-05-07,10000.00,0.00,USD,Unknown
736,CTR-2025-00736,1301,82,Standard,Active,2025-09-18,2026-03-17,25000.00,500.00,GBP,
737,CTR-2024-00737,112,20,Preferred,Cancelled,2024-08-22,2026-08-22,5000.00,500.00,USD,Moved to competitor
738,CTR-2023-00738,1609,273,Preferred,Expired,2023-09-13,12/09/2024,500.00,500.00,USD,
739,CTR-2024-00739,889,83,Strategic,Active,2024-11-25,25/11/2026,5000.00,500.00,USD,
740,CTR-2023-00740,311,33,Standard,Cancelled,2023-02-27,2024-02-27,500.00,1000.00,USD,Unknown
741,CTR-2024-00741,794,94,Spot,Active,2024-11-06,2027-11-06,5000.00,500.00,USD,
742,CTR-2023-00742,772,258,Strategic,Active,2023-12-10,2025-12-09,1000.00,10000.00,EUR,
743,CTR-2024-00743,747,68,Strategic,Active,2024-09-14,2027-09-14,1000.00,5000.00,USD,
744,CTR-2025-00744,102,22,Strategic,Active,2025-08-13,2026-08-13,5000.00,0.00,USD,
745,CTR-2025-00745,345,152,Standard,Active,2025-01-13,2026-01-13,2500.00,2500.00,GBP,
746,CTR-2024-00746,847,19,Preferred,Active,2024-01-06,2025-01-05,500.00,5000.00,USD,
747,CTR-2024-00747,1112,290,Spot,active,2024-02-18,2027/02/17,25000.00,0.00,CAD,
748,CTR-2023-00748,128,105,Spot,Expired,2023-04-03,2024-04-02,1000.00,2500.00,USD,
749,CTR-2024-00749,1619,278,Spot,Active,2024-02-16,2025/02/15,2500.00,5000.00,USD,
750,CTR-2024-00750,881,64,Preferred,Active,2024-04-13,2024-10-10,10000.00,0.00,USD,
751,CTR-2024-00751,157,108,Preferred,Active,2024-12-06,6/4/2025,500.00,500.00,USD,
752,CTR-2024-00752,559,218,Strategic,Active,2024-06-10,2025-06-10,25000.00,2500.00,USD,
753,CTR-2023-00753,1548,179,Strategic,Active,2023-04-10,2023-10-07,25000.00,1000.00,USD,
754,CTR-2025-00754,4,146,Standard,Active,2025-06-11,2026-06-11,1000.00,0.00,USD,
755,CTR-2024-00755,240,179,Strategic,Active,2024-09-15,2025-09-15,25000.00,500.00,USD,
756,CTR-2024-00756,2013,161,strategic ,Active,2024-10-13,2026-10-13,5000.00,2500.00,USD,
757,CTR-2023-00757,2030,161,strategic ,active,2023-11-27,2025-11-26,5000.00,2500.00,USD,
758,CTR-2025-00758,2230,278,Spot,Active,2025-02-26,2026-02-26,5000.00,5000.00,USD,
759,CTR-2023-00759,880,254,strategic ,Active,2023-08-03,2025-08-02,5000.00,2500.00,USD,
760,CTR-2024-00760,112,239,strategic ,Active,2024-10-29,27/04/2025,2500.00,500.00,USD,
761,CTR-2023-00761,297,254,strategic ,Active,2023-11-16,2024-11-15,500.00,5000.00,USD,
762,CTR-2025-00762,1205,68,Standard,Active,2025-01-15,2028-01-15,500.00,10000.00,USD,
763,CTR-2025-00763,536,67,strategic ,Active,2025-05-19,5/19/2026,1000.00,2500.00,USD,
764,CTR-2025-00764,383,22,strategic ,Active,2025-08-08,2026-08-08,2500.00,1000.00,GBP,
765,CTR-2023-00765,231,243,Standard,Suspended,2023-12-31,2024-12-30,2500.00,5000.00,USD,
766,CTR-2024-00766,1416,187,Standard,Active,2024-11-11,2025-05-10,10000.00,1000.00,USD,
767,CTR-2024-00767,394,12,Standard,active,2024-10-14,2026-10-14,25000.00,500.00,GBP,
768,CTR-2024-00768,1208,26,Strategic,Active,2024-11-25,2026-11-25,500.00,10000.00,USD,
769,CTR-2025-00769,1166,147,Strategic,Active,2025-04-06,2026-04-06,2500.00,0.00,USD,
770,CTR-2024-00770,2195,191,strategic ,Expired,2024-06-22,2027-06-22,25000.00,500.00,GBP,
771,CTR-2023-00771,2373,26,Preferred,Expired,2023-05-08,2025-05-07,1000.00,500.00,USD,
772,CTR-2024-00772,522,240,Strategic,Cancelled,2024-05-11,2024-11-07,5000.00,10000.00,CAD,Price increase
773,CTR-2025-00773,627,94,Strategic,Active,2025-08-16,2026-08-16,2500.00,10000.00,USD,
774,CTR-2024-00774,1966,68,Preferred,Active,2024-11-16,2025-05-15,5000.00,5000.00,USD,
775,CTR-2024-00775,1461,273,Preferred,Expired,2024-12-18,2025-06-16,500.00,10000.00,USD,
776,CTR-2023-00776,1045,69,Standard,Active,2023-08-12,2024-08-11,2500.00,10000.00,USD,
777,CTR-2024-00777,462,165,strategic ,Active,2024-01-07,06/01/2025,5000.00,10000.00,EUR,
778,CTR-2025-00778,157,22,Strategic,Active,2025-07-09,2027-07-09,1000.00,10000.00,USD,
779,CTR-2025-00779,684,33,Strategic,Active,2025-05-25,11/21/2025,5000.00,1000.00,CAD,
780,CTR-2024-00780,2027,258,Strategic,Active,2024-04-12,2025/04/12,1000.00,10000.00,USD,
781,CTR-2024-00781,969,278,Standard,Cancelled,2024-09-30,2025-03-29,25000.00,1000.00,GBP,Service unreliability
782,CTR-2025-00782,1971,64,Strategic,Expired,2025-01-22,2027-01-22,25000.00,500.00,CAD,
783,CTR-2025-00783,1310,192,Preferred,Active,2025-05-26,2028-05-25,2500.00,1000.00,CAD,
784,CTR-2025-00784,414,218,Strategic,Active,2025-01-17,2025-07-16,2500.00,0.00,USD,
785,CTR-2024-00785,2478,105,Preferred,Active,2024-07-11,2025-07-11,500.00,5000.00,CAD,
786,CTR-2024-00786,268,41,strategic ,Active,2024-11-17,2025-05-16,500.00,10000.00,USD,
787,CTR-2025-00787,891,33,Strategic,Active,2025-01-25,2027-01-25,1000.00,500.00,USD,
788,CTR-2025-00788,517,289,Strategic,Active,2025-03-12,2027-03-12,25000.00,0.00,USD,
789,CTR-2023-00789,2414,7,Strategic,Active,2023-01-29,2025-01-28,10000.00,0.00,USD,
790,CTR-2023-00790,2053,262,Standard,Active,2023-02-12,2024-02-12,2500.00,0.00,EUR,
791,CTR-2025-00791,875,51,strategic ,Cancelled,2025-01-06,2027-01-06,2500.00,1000.00,USD,Unknown
792,CTR-2024-00792,1058,218,Spot,Active,2024-11-29,2025-11-29,5000.00,0.00,USD,
793,CTR-2024-00793,2040,156,Preferred,Active,2024-02-11,2027-02-10,25000.00,500.00,USD,
794,CTR-2023-00794,1832,14,Strategic,Active,2023-10-17,2026-10-16,10000.00,500.00,usd,
795,CTR-2024-00795,2295,242,Standard,Active,2024-09-10,2026-09-10,1000.00,2500.00,USD,
796,CTR-2025-00796,2477,273,Preferred,Cancelled,2025-03-29,2026-03-29,2500.00,0.00,CAD,Unknown
797,CTR-2023-00797,2217,179,strategic ,Active,2023-03-26,2024-03-25,2500.00,10000.00,CAD,
798,CTR-2025-00798,1941,241,Spot,Expired,2025-04-15,2026-04-15,1000.00,1000.00,EUR,
799,CTR-2023-00799,126,20,Standard,Active,2023-02-02,2025-02-01,10000.00,1000.00,CAD,
800,CTR-2023-00800,929,242,Standard,Cancelled,2023-11-06,2024-11-05,1000.00,1000.00,GBP,Price increase
801,CTR-2023-00801,107,239,Spot,Active,2023-02-19,2024-02-19,10000.00,10000.00,USD,
802,CTR-2025-00802,458,15,Preferred,Expired,2025-01-19,2026-01-19,5000.00,1000.00,USD,
803,CTR-2025-00803,1914,226,Strategic,Active,2025-01-10,2025-07-09,1000.00,500.00,EUR,
804,CTR-2023-00804,271,183,strategic ,Suspended,2023-02-05,2026-02-04,2500.00,5000.00,GBP,
805,CTR-2025-00805,1104,236,strategic ,Active,2025-01-23,2027-01-23,2500.00,1000.00,USD,
806,CTR-2024-00806,575,121,Strategic,Cancelled,2024-04-30,2025-04-30,5000.00,0.00,USD,Moved to competitor
807,CTR-2024-00807,697,78,Strategic,Active,2024-08-10,2025-02-06,10000.00,500.00,USD,
808,CTR-2024-00808,1587,240,Standard,Active,2024-07-04,2025-07-04,25000.00,500.00,CAD,
809,CTR-2024-00809,561,12,Standard,Active,2024-08-22,2025-08-22,25000.00,2500.00,USD,
810,CTR-2024-00810,1793,290,Strategic,Active,2024-08-17,2027-08-17,500.00,1000.00,USD,
811,CTR-2024-00811,1069,245,Standard,Active,2024-03-27,2026-03-27,500.00,1000.00,USD,
812,CTR-2024-00812,1374,156,strategic ,Expired,2024-02-24,2024-08-22,10000.00,2500.00,CAD,
813,CTR-2025-00813,652,161,Strategic,Active,2025-08-11,2026-08-11,2500.00,1000.00,USD,
814,CTR-2023-00814,1305,165,Standard,Active,2023-09-15,2024-03-13,25000.00,10000.00,USD,
815,CTR-2025-00815,1191,106,Strategic,Active,2025-03-21,2027-03-21,25000.00,500.00,USD,
816,CTR-2024-00816,706,262,Standard,Active,2024-09-26,2027-09-26,500.00,500.00,USD,
817,CTR-2024-00817,2160,220,Strategic,Active,2024-02-24,2025-02-23,2500.00,10000.00,USD,
818,CTR-2024-00818,774,210,Spot,Cancelled,2024-01-06,2026-01-05,2500.00,5000.00,USD,Unknown
819,CTR-2023-00819,1519,257,Preferred,Cancelled,2023-11-01,2024-10-31,10000.00,1000.00,USD,Unknown
820,CTR-2024-00820,1679,257,Standard,Cancelled,2024-09-14,2025-09-14,1000.00,2500.00,EUR,Customer consolidation
821,CTR-2023-00821,1670,226,Spot,Active,2023-10-29,10/28/2026,500.00,10000.00,USD,
822,CTR-2025-00822,516,15,Standard,Active,2025-03-13,2028-03-12,25000.00,1000.00,USD,
823,CTR-2024-00823,1564,258,Strategic,Cancelled,2024-07-29,2025-07-29,25000.00,500.00,GBP,Service unreliability
824,CTR-2023-00824,2144,39,Preferred,Active,2023-09-13,9/12/2025,5000.00,0.00,EUR,
825,CTR-2023-00825,498,51,strategic ,Active,2023-08-01,2024-01-28,5000.00,10000.00,USD,
826,CTR-2025-00826,1156,267,Preferred,Suspended,2025-04-29,2027-04-29,25000.00,5000.00,USD,
827,CTR-2024-00827,122,278,strategic ,Expired,2024-01-03,02/01/2025,25000.00,500.00,USD,
828,CTR-2025-00828,1452,262,Preferred,Suspended,2025-04-18,2026-04-18,2500.00,5000.00,USD,
829,CTR-2025-00829,2459,39,Preferred,Cancelled,2025-06-01,2026-06-01,2500.00,10000.00,USD, 
830,CTR-2025-00830,1418,295,Standard,Active,2025-05-11,11/05/2027,25000.00,2500.00,CAD,
831,CTR-2025-00831,2173,179,Standard,Active,2025-04-04,2027-04-04,500.00,1000.00,USD,
832,CTR-2024-00832,469,267,Standard,Active,2024-06-15,2025-06-15,2500.00,500.00,USD,
833,CTR-2023-00833,2301,39,Strategic,Cancelled,2023-11-20,2025/11/19,25000.00,2500.00,USD,Unknown
834,CTR-2024-00834,1145,296,strategic ,Active,2024-12-02,2025-12-02,1000.00,0.00,CAD,
835,CTR-2024-00835,1230,243,Standard,Cancelled,2024-04-19,2024-10-16,25000.00,2500.00,USD,Service unreliability
836,CTR-2025-00836,205,241,Strategic,Cancelled,2025-08-14,2026-08-14,10000.00,500.00,EUR,Service unreliability
837,CTR-2024-00837,693,39,Standard,Cancelled,2024-03-23,2024-09-19,25000.00,10000.00,usd, 
838,CTR-2024-00838,1497,140,Strategic,Expired,2024-12-25,2025-12-25,5000.00,0.00,USD,
839,CTR-2025-00839,1709,240,strategic ,Active,2025-08-09,2028-08-08,1000.00,1000.00,USD,
840,CTR-2023-00840,831,234,Preferred,Expired,2023-10-29,2024-10-28,25000.00,1000.00,EUR,
841,CTR-2025-00841,244,174,Strategic,Active,2025-04-07,2027-04-07,25000.00,1000.00,USD,
842,CTR-2023-00842,1104,174,Spot,Active,2023-01-26,2024-01-26,1000.00,0.00,CAD,
843,CTR-2024-00843,2101,289,Preferred,Active,2024-08-21,2027-08-21,2500.00,500.00,USD,
844,CTR-2024-00844,2131,12,Strategic,Active,2024-03-30,2025-03-30,2500.00,1000.00,CAD,
845,CTR-2023-00845,2149,252,Spot,Expired,2023-09-27,2026-09-26,500.00,10000.00,USD,
846,CTR-2025-00846,491,30,Spot,Active,2025-06-12,2026-06-12,10000.00,5000.00,USD,
847,CTR-2024-00847,161,83,Standard,active,2024-11-04,2025-11-04,10000.00,500.00,USD,
848,CTR-2024-00848,1190,67,strategic ,Suspended,2024-04-12,2026-04-12,2500.00,0.00,USD,
849,CTR-2024-00849,1355,183,strategic ,Cancelled,2024-09-10,2026-09-10,5000.00,500.00,USD,Service unreliability
850,CTR-2024-00850,2226,269,Strategic,Expired,2024-11-12,2025-05-11,5000.00,5000.00,usd,
851,CTR-2024-00851,1031,68,strategic ,Active,2024-10-08,2026-10-08,10000.00,1000.00,USD,
852,CTR-2025-00852,825,241,Spot,Active,2025-05-06,2028-05-05,1000.00,5000.00,USD,
853,CTR-2023-00853,1194,156,Standard,Cancelled,2023-06-15,2023-12-12,1000.00,5000.00,USD,Customer consolidation
854,CTR-2023-00854,1014,241,strategic ,Active,2023-10-16,2024-10-15,1000.00,1000.00,USD,
855,CTR-2024-00855,1995,7,Preferred,Expired,2024-05-19,2027-05-19,5000.00,1000.00,USD,
856,CTR-2024-00856,2154,210,strategic ,Expired,2024-05-07,2027-05-07,10000.00,10000.00,USD,
857,CTR-2025-00857,411,280,Spot,Cancelled,2025-09-09,09/09/2026,500.00,10000.00,USD,Price increase
858,CTR-2024-00858,2064,7,Standard,Cancelled,2024-12-18, 2027-12-18 ,10000.00,0.00,USD,Moved to competitor
859,CTR-2024-00859,1683,201,Spot,Cancelled,2024-12-07,2027-12-07,2500.00,1000.00,USD,Service unreliability
860,CTR-2024-00860,1755,267,Preferred,Active,2024-07-04,2025-07-04,1000.00,10000.00,GBP,
